desc_loosee;Our capital has fallen to hands of our enemies.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
loosee;Capital Lost;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32400;Capital Lost!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32400;Our capital has fallen to hands of our enemies. Wee should hand it back to our control before our subjects grow restless.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA32400;We will recover it!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32401;Capital Reconquered;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32401;We have managed to regain control of our capital city.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA32401;At Last;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
feudal_monarchy;Feudal Monarchy;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
feudal_monarchy_ruler;Your Majesty;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA32301;So be it;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME191900;Flight from Copenhagen;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC191900;Our glorious capital is now in very weak position and we should think about other options.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA191900;It is just temporal satback...;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_war_title;The Art of War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_war_desc;"As weapons—particularly small arms—became easier to use, countries began to abandon a complete reliance on professional soldiers in favor of conscription. Technological advances became increasingly important; while the armies of the previous period had usually had similar weapons, the industrial age saw encounters such as the Battle of Sadowa, in which possession of a more advanced technology played a decisive role in the outcome.";;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_diplomacy_title;The Art of Diplomacy;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_diplomacy_desc;Diplomacy is the art and practice of conducting negotiations between representatives of groups or states. It usually refers to international diplomacy, the conduct of international relations through the intercession of professional diplomats with regard to issues of peace-making, trade, war, economics, culture, environment and human rights. International treaties are usually negotiated by diplomats prior to endorsement by national politicians.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_science_title;The Art of Science;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_science_desc;The Scientific Revolution established science as a source for the growth of knowledge. During the 19th century, the practice of science became professionalized and institutionalized in ways that continued through the 20th century. As the role of scientific knowledge grew in society, it became incorporated with many aspects of the functioning of nation-states.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_business_title;The Art of Business;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_business_desc;A business is a legally recognized organization designed to provide goods, services, or both to consumers or tertiary business in exchange for money. Businesses are predominant in capitalist economies, in which most businesses are privately owned and typically formed to earn profit that will increase the wealth of its owners;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
westernizing_2_title;Embrace Westernization;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
westernizing_2_desc;Our country is under intellectual assault by modernity and the Western World. In the fields of modern technology, industry and military theory, the old traditions and institutions no longer serve us as they used to. Everywhere we turn, western influences spread like wildfire through our nation, our population, and our souls. If we are to remain what we always have been, and not become something else entirely, now is the time to assume control of our own destiny. It has become apparent to the leading members of our intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tu says: The reed that bends before the wind, also offers a form of resistance.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
just_civilized;Recently Civilized;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
desc_just_civilized;The Westernization of our country led to enormous changes in our political and social structure, this period also saw our country change from being a feudal society to having a capitalist economy and left us with a lingering Western influence.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
desc_the_art_of_war;"As weapons—particularly small arms—became easier to use, countries began to abandon a complete reliance on professional soldiers in favor of conscription. Technological advances became increasingly important; while the armies of the previous period had usually had similar weapons, the industrial age saw encounters such as the Battle of Sadowa, in which possession of a more advanced technology played a decisive role in the outcome.";;;;;;;;;;;;x;;;;;;;;;;;;;;;;
desc_the_art_of_diplomacy;Diplomacy is the art and practice of conducting negotiations between representatives of groups or states. It usually refers to international diplomacy, the conduct of international relations through the intercession of professional diplomats with regard to issues of peace-making, trade, war, economics, culture, environment and human rights. International treaties are usually negotiated by diplomats prior to endorsement by national politicians.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
desc_the_art_of_science;The Scientific Revolution established science as a source for the growth of knowledge. During the 19th century, the practice of science became professionalized and institutionalized in ways that continued through the 20th century. As the role of scientific knowledge grew in society, it became incorporated with many aspects of the functioning of nation-states.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
desc_the_art_of_business;A business is a legally recognized organization designed to provide goods, services, or both to consumers or tertiary business in exchange for money. Businesses are predominant in capitalist economies, in which most businesses are privately owned and typically formed to earn profit that will increase the wealth of its owners;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_war;The Art of War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_diplomacy;The Art of Diplomacy;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_science;The Art of Science;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
the_art_of_business;The Art of Business;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_england_title;Claim the English Throne;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_england_desc;In the Medieval era, the Celtic Britons were slowly pushed-off by Anglo-Saxons from England. They remained independent here, in Wales. After the English victory in the Hundred Years' War, England began to be more and more French. In 1587, l'acte de langage (act of language) declared the french language the official language of the United Crown. The Welsh responded with a massive revolt and declared the Kingdom of Wales that lasted until 16011, when the fortress in Caernarvon fell. Since that time, the Cymry people have antagonized the French foreigners. This is our chance to restore the Kingom of mighty king Arthur and rule this lands independently.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
claim_wales_title;Incorporate Wales into Our Country;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
claim_wales_desc;Edward I of England conquered Wales in 1282, but the ties between England and Wales slowly disintegrated during the reign of Plantagenet kings over England. We are now able to resurrect the control over the Welsh Principality.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
create_british_empire_title;Pass the Act of Union;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
create_british_empire_desc;Uniting the Kingdoms of England, Wales, Scotland and Ireland is the final step in our campaign of forging the United Kingdom of Great Britain and Ireland. Thanks to our position, we are protected by seas in every direction. Perhaps, if we create something like the Royal Navy, we will be able to maintain naval supremacy and dominate the oceans. Now we can finally sing our new anthem - Rule, Britannia! ;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32301;Will of the People;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32302;Peace through Tyranny;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32303;Bourgeois Coup d'Etat;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME32304;You are no Parliament!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32301;Following the elections in our Upper House, where the communists gained majority, they are now definitively able to took power in our nation, the country is declared a proletarian dictatorship — a preliminary step toward communism. Bureaucratic centralism under the direction of Communist leadership is introduced. Dissident elements are purged from all levels of society, including the Church. The ideological principles of Marxism-Leninism and socialist realism pervade cultural and intellectual life. The entire education system is submitted to state control. With the elimination of private ownership, planned economy is introduced.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32302;Following the elections in our Upper House, where the fascists gained majority, they are now definitively able to took power in our nation, the country is declared a fascist dictatorship — a preliminary step toward national socialism. Bureaucratic centralism under the direction of Fascist leadership is introduced. Dissident elements are purged from all levels of society, including the Church. The ideological principles of national syndicalism and corporatism pervade cultural and intellectual life. The entire education system is submitted to state control. With the elimination of private ownership,state-controlled economy is introduced.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32303;Following the elections in our Upper House, where the anarcho-liberals gained majority, they are now definitively able to took power in our nation, the country is declared a bourgeios dictatorship— a preliminary step toward libertarian anarchism. Bureaucratic centralism under the direction of Anarcho-liberal leadership is introduced. Dissident elements are purged from all levels of society, including the Church. The ideological principles of free-market capitalism and libertarianism pervade cultural and intellectual life. The entire education system is submitted to state control. With the restriction of private ownership, state-controlled capitalism is introduced.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC32304;Following the elections in our Upper House, where the reactionaries gained majority, they are now definitively able to took power in our nation, the country is declared a presidental dictatorship — a preliminary step toward the status quo ante belum. Bureaucratic centralism under the direction of Reactionary leadership is introduced. Dissident elements are purged from all levels of society, including the Church. The ideological principles of legitimism and counterrevolutionarism pervade cultural and intellectual life. The entire education system is submitted to state control. With the elimination of private ownership, state-controlled economy is introduced.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
restore_valois_italy_title;Restore our Rule over Italy;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
challenge_usurpers_title;Renew the War of the French Throne;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
restore_valois_italy_desc;After the defeat of the Valois dynasty in the Hundred Years' War and the following annexation of their holdings, Provence became their last stand. But thanks to the Valois effective marriage policy, they quickly established control over the Duchy of Tuscany and the County of Ferrara. This was seen as a disturbance of power balance not only by Guelphs and Ghibellines, but even by the Crown of Aragon. The following war between the Valois Coalition (Provence, Genoa, Tuscany, Ferrara) and the Alliance of Naples (Aragon, the Papal States, Milan) led to the end of the Valois expansion in Italy. As the result of the war, their Italian holdings were confiscated and their relatives were expelled from Italy. Also, the annexation of Corsica by Aragon led to its complete control over the West  Mediterranean trade and the beginning of the decline of the Genoan Republic.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
challenge_usurpers_desc;After the defeat of the Valois dynasty in the Hundred Years' War and the following annexation of their holdings, Provence became their last stand. But thanks to our expansie efforts, Provence is now strong enough to stand strong against the English usurpers.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
empire_inca_title;An Empire of the Sun God;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
empire_inca_desc;Thank Inti! Our brave armies have defeated the last foreigners and returned the control over our ancient lands to us. Now we should change the defense into charge! Let the Spanish taste the guns and cannons they tought us to make, let the unstoppable high-tide blow over their lands!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
create_rossian_empire_title;For the Holy Russia!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
create_rossian_empire_desc;The Empire of Holy Russia is a natural successor of the Tsardom of Moscow. We shall use the newly-gained power to bring Mother Russia to its former glory.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tanzimat_reforms_1_title;Enact the Tanzimat Reforms;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tanzimat_reforms_1_desc;The Tanzimat, meaning reorganization of the Ottoman Empire, was a period of reformation that was characterized by various attempts to modernize the Ottoman Empire, to secure its territorial integrity against nationalist movements and aggressive powers. The reforms encouraged Ottomanism among the diverse ethnic groups of the Empire, attempting to stem the tide of nationalist movements within the Ottoman Empire. The reforms attempted to integrate non-Muslims and non-Turks more thoroughly into Ottoman society by enhancing their civil liberties and granting them equality throughout the Empire.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tanzimat_reforms_2_title;Extend the Tanzimat Reforms;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tanzimat_reforms_2_desc;The Tanzimat, meaning reorganization of the Ottoman Empire, was a period of reformation that was characterized by various attempts to modernize the Ottoman Empire, to secure its territorial integrity against nationalist movements and aggressive powers. The reforms encouraged Ottomanism among the diverse ethnic groups of the Empire, attempting to stem the tide of nationalist movements within the Ottoman Empire. The reforms attempted to integrate non-Muslims and non-Turks more thoroughly into Ottoman society by enhancing their civil liberties and granting them equality throughout the Empire.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
claim_ethiopia_title;Project our Influence in Abyssinian Lands;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
claim_ethiopia_desc;Our Empire now stretches from Damascus to Tripoli, from Jerusalem to Mecca, from Ryiadh to Cairo. We can use our power and exert it over the weak kingdom of Ethiopia, that resisted many Funj invasions, but had to kneel before us.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
move_capital_to_cairo_title;To Cairo!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
move_capital_to_cairo_desc;Cairo was the capital of the Fatimid, Ayyubid and Mamluk caliphate from 969 to the 16th century when it was conquered by the Ottoman Empire that moved the center to Istanbul. Let's return the former glory to this ancient city!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME19800;The Western Winds;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC19800;Stop! You have violated the law! This event was classified top-secret and for AI eyes-only. You can now choose among resisting arest, paying the bounty and serving your time in the local jail. What will you choose?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA19800;Let them flow;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334200;Korean War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334200;The Koreans used the advantage of the impact of the recent unrest in our country and their nobility restored the Joseon dynasty and declared it the only rightful rulers of Korea. Thanks to the local support they are able to usurp the control of $PROVINCENAME$.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334200;The march continues!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334201;Boshin War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334201;The Boshin War was a civil war in Japan, fought from 1835 to 1838 between forces of the ruling imperial court and those seeking to return political power to the Ashikaga Shogunate. The war found its origins in dissatisfaction among many nobles and young samurai with the imperial handling of foreigners following the opening of Japan during the prior decade and the abolishment of the Han system. An alliance of northern samurai, particularly the domains of Edo and Nagaoka, and court officials seized the control of the North and declared war against the Emperor Meiji. Ashikaga Satouji, the former sitting shogun, realized that it is the last chance of renewing his power and used the angry daimyos and shugos who were stripped of power and formed a mighty alliance against Kyoto.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334201;Renew the conflict;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334202;Boshin War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334202;The Boshin War was a civil war in Japan, fought from 1835 to 1838 between forces of the ruling imperial court and those seeking to return political power to the Ashikaga Shogunate. The Koreans used the advantage of the ongoing Japanese civil war and their nobility restored the Joseon dynasty and declared it the only rightful rulers of Korea. Thanks to the local support they were able to usurp the control of many provinces and formed an organized resistance against both forces of Imperials and Samurais.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334202;Renew the conflict;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334203;Boshin War;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334203;The Boshin War was a civil war in Japan, fought from 1835 to 1838 between forces of the ruling imperial court and those seeking to return political power to the Ashikaga Shogunate. The Koreans used the advantage of the ongoing Japanese civil war and their nobility restored the Joseon dynasty and declared it the only rightful rulers of Korea. Thanks to the local support they were able to usurp the control of many provinces and formed an organized resistance against both forces of Imperials and Samurais.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334203;Renew the conflict;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334204;Fall of Kyoto;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334204;The Fall of Kyoto took place in $YEAR$, when the imperial city of Kyoto, the symbol of the Chrysanthemum Throne, theretofore controlled by the Imperial armies, fell to forces favorable to the restoration of the Ashikaga Shogunate during the Boshin War.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334204;Victory is now inevitable!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334205;Fall of Kyoto;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334205;The Fall of Kyoto took place in $YEAR$, when the imperial city of Kyoto, the symbol of the Chrysanthemum Throne, theretofore controlled by the Ashikaga armies, fell to forces favorable to the strengthening of the Imperial power and final demise of the Shogunate during the Boshin War.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334205;Victory is now inevitable!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334206;Victory in the Civil War!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334206;We have defeated the last remnants of the Bakufu resistance and achieved full control of mainland Japan. The Boshin War is now officially over and the new period of rule of prosperity and peace over Japan begins.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334206;Long live the Emperor!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334207;Victory in the Civil War!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334207;We have defeated the last remnants of the Imperial resistance and achieved full control of mainland Japan. The Boshin War is now officially over and the new period of rule of prosperity and peace over Japan begins.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334207;Long live the Shogun!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334208;The New Capital;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334208;Now when the war has ended, we should decide where will we move the court. Which way should our nation choose?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334208;Tradition;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB334208;Reliability;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTC334208;Modernization;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334209;Our Motherland Calling;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334209;At the beginning of the Japanese civil war the control of outer Japanese colonies was given to the local governors. But now, when the struggle is over, the envoys from Japan aproached our court and brought us the official request of the Japanese ruler to recreate the former Imperial unity.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334209;Who am I to refuse?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB334209;We stand proud and independent;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334210;Our Motherland Calling;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334210;At the beginning of the Japanese civil war the control of outer Japanese colonies was given to the local governors. But now, when the struggle is over, the envoys from Japan aproached our court and brought us the official request of the Japanese ruler to recreate the former Imperial unity.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334210;Who am I to refuse?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB334210;We stand proud and independent;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME334211;United We Stand;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC334211;And now the last formalities are over and under your leadership the Empire will survive another one thousand years!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA334211;For the Emperor;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME66898;The Inauguration of Pachacuti II;The Inauguration of Pachacuti II;The Inauguration of Pachacuti II;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME66899;Pachacuti II's Educational Reforms;Pachacuti II's Educational Reforms;Pachacuti II's Educational Reforms;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME66900;Our Brothers in Cusco;Our Brothers in Cusco;Our Brothers in Cusco;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME66901;Quechua Rebellion!;Quechua Rebellion!;Quechua Rebellion!;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA66898;All Hail Pachacuti!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA66899;Excellent News!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA66900;We wish them only the best;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA66901;"Allow the savages to Join their beloved ""Empire""";;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB66901;We will never allow ourselves to lose land! Fight the savages!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC66898;In $YEAR$ the young Incan emperor Usco Inca became old enough to take power from his regent. His first action taken upon gaining power was to rename himself Pachacuti II after the legendary founder of the Empire. His next move was to adopt as many western technologies and political ideas as possible. He reformed the absolute Incan monarchy into a constitutional monarchy and began widespread building projects accross the empire. We have been blessed to have a king as great as Pachacuti and may he bring our great nation back to it's former Glory! All hail Pachacuti II!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC66899;"One of the most lasting legacies of Pachacuti II was his massive overhaul of the Incan educational system. Before his reign education was handled almost exclusively by the parents. Literacy was almost non-existant. All knowledge was passed down through the quipu,which were a form of knotted strings. Though they took on many aspects of a writting system,by being able to indicate placenames for example,they were far more unwieldy than a book. Pachacuti worked with the Quipucamayocs,or those who knew how to read the quipu,""to transcribe all of the knowledge contained in the quipu into the new Quechua alphabet he had adopted. This knowledge was then used as the basis for the new madatory school system he adopted, along with western science and technological education.";;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC66901;Upon the start the Incan Emperor Pachacuti II's reign the Quechua people of Cuzco and Arequipa began agitating to rejoin the Inca Empire. After repeatedly being ignored they have entered into open revolt. As the Incans grow in power and prestige it will become increasingly difficult to hold onto the area as it contains their ancestral capital. It maybe adventagous to transfer the lands peacefully to the Inca, rather than waiting for them to come and take it themselves. On the other hand we could simply put down the rebellion, and the upstart Inca Empire itself and be done with it as they most likely incited the rebellion in the first place to further their own aims.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC66902;Upon the start the Incan Emperor Pachacuti II's reign the Quechua people of Cuzco and Arequipa began agitating to rejoin the Inca Empire. After repeatedly being ignored they have entered into open revolt. As the Incans grow in power and prestige it will become increasingly difficult to hold onto the area as it contains their ancestral capital. It maybe adventagous to transfer the lands peacefully to the Inca, rather than waiting for them to come and take it themselves. On the other hand we could simply put down the rebellion, and the upstart Inca Empire itself and be done with it as they most likely incited the rebellion in the first place to further their own aims.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
transcribing_quipu;Pachacuti II's Educational Reforms;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
pachacuti_reforms;Pachacuti II's Legacy;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
empire_del_inca;Tawantinsuyu Resurgent!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
empire_inca_2_title;Tawantinsuyu Resurgent!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
empire_inca_2_desc;We have expelled all foreigners from beyond even the furthest reaches of the ancient empire. Even Pachacuti himself would be proud of our accomplishments! It is time we work towards reintigrating the mestizo peoples back into our empire.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
reclaim_granada_title;Reclaim Granada from the Savages!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
reclaim_granada_desc;We have been humiliated again and again by the Incan savages. They have managed to conquer half of our great nation. Their atrocities cannot go unpunished! It is time we beat them back and reclaim our great nation!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_granada_title;Form Granada;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_granada_desc;We have managed to unite the former Spanish colonies in Ameriga. We can now proclaim the state of Granada.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
build_panama_canal_title;Build Andagoya Canal;Construire le canal de Andagoya;;;;;;;;;;;x;;;;;;;;;;;;;;;;
build_panama_canal_desc;Proposals for a Canal across the Andagoya Isthmus probably date back to the first discovery of the area. Nowhere is the strip of land that unites the Arcadian and Amerigan continents thinner than here, and, with the aid of modern engineering, we could shorten the travel time between the Atlantic and The Pacific by several days by building it.;Les propositions de construction d'un canal à travers le détroit de Andagoya remontent probablement à la première découverte de la région. Nulle part ailleurs une bande de terre reliant les continents nord et sud américains n'est aussi étroite qu'à cet endroit et, grâce à l'ingénierie moderne, nous pourrions raccourcir de plusieurs jours les voyages entre les océans Atlantique et Pacifique.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
CANAL_3;Andagoya Canal;Canal de Andagoya ;Andagoyakanal;;;;;;;;;;x;;;;;;;;;;;;;;;;
roma_capital_title;Move Capital to Rome;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
roma_capital_desc;We have managed to gain control of the City of Cities. Under your leadership, nothing can stop our nation now!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_UAR_title;Unite All the Arabian Nations;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
form_UAR_desc;Under the long oppression by the Ottoman Empire the Arabians suffered. Now we stand united against the enemies of Islam once again!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
colombian_empire_from_title;Proclaim Yourself the Emperor of all the Colombia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
colombian_empire_from_desc;The Bolivar's experiment ended during the Congress of Andagoya that had to be abolished because of large seccessionist tendencies. The National Dictatorship took power and managed to stabilize Gran Colombia a bit. If you want to regain the lost authority of non-Mexican lands you have to show your power and crown yourself as the first Emperor of the Colombian Empire.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
embrace_colombian_unity_title;Embrace Colombian Unity;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
embrace_colombian_unity_desc;Under the leadership of your dynasty the First Empire flourishes. Now you have the option to call another council to recreate the constitution and unite all the people of the Colombian Confederacy in freedom and democracy.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME46430;The Congress of Mexico - Success;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC46430;Sire! Ambassadors from all corners of Your Empire have managed to conclude an agreement and created The Second Imperial Constitution! They have proclaimed You the sole legitimate ruler of the Colombian Empire. Nothing can stop us now!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA46430;Finally!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME46431;The Congress of Mexico - Partial Success;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC46431;Sire! Ambassadors from all corners of Your Empire have managed to conclude an agreement and created The Second Federal Constitution! They have proclaimed Gran Colombia legitimate country but they do not accept your imperialistic rule. They demand your abdication and free elections where you can candidate for the position of the Confederal Proconsul.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA46431;For the good of my country;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB46431;How can they even dare?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME46432;The Congress of Mexico - Fail;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC46432;Sire! Ambassadors from all corners of Your Empire have not managed to conclude an agreement and create The Second Constitution! They have proclaimed Gran Colombia and Your rule illegitimate and they demand your abdication and abolition of this 'reactionary abomination' of Yours.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA46432;History tends to repeat itself;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME333110;The Amatsa;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC333110;In the Emperor's name! We have to crush those rebellious scums!;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA333110;So be it;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTNAME222110;Flight to Sicily;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC222110;Dark day! Our Iberian territories are continuously shrinking, and soon even Barcelona will no longer be safe. Maybe we should start over in Italy, and hope to see our state prosper there more than in Iberia?;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTA222110;I should go pack myself;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
