#Event localisation;;;;;;;;;;;;;;
123118.A;We will join the Republic!;;;;;;;;;;;;;
123118.B;No thank you...;;;;;;;;;;;;;
GER9.T;Bourgogne awaits!;;;;;;;;;;;;;
GER9.D;Burgundy is at war in Germany and it is the perfect time to attack and seize the old duchy of Bourgogne. Montjoie St-George we will take back our inheritance!;;;;;;;;;;;;;
123119.A;Onwards to Dijon gentlemen !;;;;;;;;;;;;;
123119.B;We won't do it after all...;;;;;;;;;;;;;
GER10.T;Anglois vultures!;;;;;;;;;;;;;
GER10.D;Paris has decided to stab us in the back and reclaim Dijon!;;;;;;;;;;;;;
123120.A;Damn the Plantagenets!;;;;;;;;;;;;;
GER21.T;The Berlin uprising;;;;;;;;;;;;;
GER21.D;Dissent has been high in the Elbian populations under the heel of the Bohemian Emperor. Ever since the recent conquest of Pomerania the Northern regions of Germany have been a revolutionary nest opposing the domination of the Bohemian elites. Yesterday  a group of students has launched a violent demonstration in Berlin that ended with the local police completely overwhelmed. The surrounding areas have now rebelled against Bohemia, joining the fight with the Danubians!;;;;;;;;;;;;;
123131.A;They will pay for that!;;;;;;;;;;;;;
GER22.T;Joining the League;;;;;;;;;;;;;
GER22.D;Should we join the Elbian uprising?;;;;;;;;;;;;;
123132.A;We will join the Republic!;;;;;;;;;;;;;
123132.B;No thank you...;;;;;;;;;;;;;
GER23.T;Repression;;;;;;;;;;;;;
GER23.D;Our forces in the North may have been neutralized because of those pesky Elbians but we will never allow an independent state in Berlin!;;;;;;;;;;;;;
123133.A;They will bow!;;;;;;;;;;;;;
GER24.T;Unrest in the North;;;;;;;;;;;;;
GER24.D;The annexation of the Pomeranian lands have increased the dissent from the German nationalists. The radicals have met yesterday in Berlin and drafted a plan for an Elbian 'League' to arise and push back the forces of the 'false-emperor'. Hopefully we encountered the threat and most of them are now either in exile or prison but it seems their idea is gaining weight in the local population.;;;;;;;;;;;;;
123134.A;Worrying;;;;;;;;;;;;;
GER25.T;Unification ?;;;;;;;;;;;;;
GER25.D;The Danubian Federation and the League of Berlin share the same agenda : the unification of Germany. Representatives from both states have argued about unifying the two leading forces of Germany into one. Should we propose it ?;;;;;;;;;;;;;
123135.A;Send them the proposal!;;;;;;;;;;;;;
123135.B;I don't think it's good for us ...;;;;;;;;;;;;;
GER26.T;A Danubian Proposal;;;;;;;;;;;;;
GER26.D;The Danubians are proposing us to unify our state which would basically be Germany unified. Do we accept the proposal ?;;;;;;;;;;;;;
123136.A;Fur die Deutsche Einheit!;;;;;;;;;;;;;
123136.B;There are too much differences between us to consider unification...;;;;;;;;;;;;;
123136.C;WE WILL UNIFY GERMANY!;;;;;;;;;;;;;
GER27.T;The Compromise of Berlin;;;;;;;;;;;;;
GER27.D;The two German states have unified today, bringing much of Germany under their power. German unification will surely be completed soonly.;;;;;;;;;;;;;
123137.A;Deutschland von Tyrol zum Belt!;;;;;;;;;;;;;
GER28.T;The Old States;;;;;;;;;;;;;
GER28.D;Now that we have successfully established ourselves as a legitimate country our predecessor states are nothing but memories.;;;;;;;;;;;;;
123138.A;Deutschland uber alles!;;;;;;;;;;;;;
EVTNAME10001;An Age of Liberalism;Ère du libéralisme;Ein Zeitalter des Liberalismus;;;;;;;;;;;
EVTDESC10001;Although the German revolutionaries failed in their attempt to end catholic domination over the German states and create a United German state, their impact has been felt throughout the world. The Holy Roman Empire's institutions have been abolished, and Europe has lost its grip over the new world after failing to stem the tide of revolution. Throughout the world, in coffeehouses and universities, the ideas of liberalism, political reform, freedom of speech, and the rights of peoples, rather than of monarchs, are proving again the old proverb that there is no stopping an idea whose time has come. Across the world, minorities have begun to realize their own power, while these new empire set their sights on the riches of Africa and India. As the dust settles on the fields of Germany, Europe stands again at the beginning of a new era: An age of nationalism and liberalism. Can the forces of old maintain the status quo, or will the world succumb to revolution?;Although the German revolutionaries failed in their attempt to end catholic domination over the German states and create a United German state, their impact has been felt throughout the world. The Holy Roman Empire's institutions have been abolished, and Europe has lost its grip over the new world after failing to stem the tide of revolution. Throughout the world, in coffeehouses and universities, the ideas of liberalism, political reform, freedom of speech, and the rights of peoples, rather than of monarchs, are proving again the old proverb that there is no stopping an idea whose time has come. Across the world, minorities have begun to realize their own power, while these new empire set their sights on the riches of Africa and India. As the dust settles on the fields of Germany, Europe stands again at the beginning of a new era: An age of nationalism and liberalism. Can the forces of old maintain the status quo, or will the world succumb to revolution?;Although the German revolutionaries failed in their attempt to end catholic domination over the German states and create a United German state, their impact has been felt throughout the world. The Holy Roman Empire's institutions have been abolished, and Europe has lost its grip over the new world after failing to stem the tide of revolution. Throughout the world, in coffeehouses and universities, the ideas of liberalism, political reform, freedom of speech, and the rights of peoples, rather than of monarchs, are proving again the old proverb that there is no stopping an idea whose time has come. Across the world, minorities have begun to realize their own power, while these new empire set their sights on the riches of Africa and India. As the dust settles on the fields of Germany, Europe stands again at the beginning of a new era: An age of nationalism and liberalism. Can the forces of old maintain the status quo, or will the world succumb to revolution?;;;;;;;;;;;
EVTOPTA10001;We can expect increased liberal activity in the coming years;Les années à venir promettent d'intenses activités libérales.;In den kommenden Jahren können wir stärkerer liberale Aktivitäten erwarten.;;;;;;;;;;;
EVTNAME10000;Springtime of Nations;Le printemps des nations;Frühling der Nationen;;;;;;;;;;;
EVTDESC10000;The relative quiet of the early 19th century was broken with a crashing revelry in $YEAR$, as liberal agitation erupted into open revolution across the continent. The Monarchical Ancien Regimes of Europe could only look on in horror and disgust, as the hymns of the French revolution could again be heard echoing from Europe's tumultuous streets, and student's and youth again gathered under republican tricolors, celebrating the ideals, dreams and wishes of a young generation, animated by the powerful message of human liberty -- in economic, cultural, social and national affairs -- that was European Liberalism.;La relative quiétude du début du XIXe siècle fut interrompue par les festivités tonitruantes de $YEAR$ lorsqu'une agitation libérale se transforma en révolution ouverte dans tout le continent. Les anciens régimes monarchiques européens ne pouvaient qu'y assister, avec horreur et dégoût, tandis que les chants de la Révolution française trouvèrent un nouvel écho dans les rues tumultueuses d'Europe et que la jeunesse se réunissait sous les bannières tricolores pour célébrer les idéaux, rêves et souhaits de la nouvelle génération, animée par le puissant message de liberté, en termes économiques, culturels, sociaux et nationaux, que représentant le libéralisme européen.;Die relative Ruhe des neunzehnten Jahrhunderts wurde im Jahr $YEAR$ mit einem großen Knall beendet, als sich auf dem ganzen Kontinent liberale Bewegungen in offene Revolutionen verwandelten. Die Monarchien Europas konnten nur entsetzt und voller Verachtung zusehen, wie die Hymnen der französischen Revolution von den Straßen ganz Europas widerhallten, und sich Studenten und Jugendliche wieder unter der republikanischen Trikolore versammelten, um ihre Ideale, Träume und Wünsche zu feiern. Hinter all dem stand die mächtige Botschaft von der menschlichen Freiheit -- in wirtschaftlichen, kulturellen, sozialen und nationalen Angelegenheiten -- der europäische Liberalismus.;;;;;;;;;;;
EVTOPTA10000;We will be freemen, as our fathers were.;Nous serons des hommes libres, comme nos pères l'ont été.;Wir werden alle frei sein, wie es unsere Väter waren.;;;;;;;;;;;
EVTNAME10050;The End of The Revolution;La fin de la révolution;Das Ende der Revolution;;;;;;;;;;;
EVTDESC10050;Broken, busted and thrown to the sides lie the barricades, and the tricolors have stopped waving from the window sills. The events that will be recorded by history as the $COUNTRY_ADJ$ Liberal Revolution of $YEAR$ are all in the past, and it seems that we have managed to weather the storm.;;Die Barrikaden liegen zersplittert am Straßenrand, und die Trikoloren wehen nicht mehr von den Fenstersimsen. Die Ereignisse, die von der Geschichte als die $COUNTRY_ADJ$ Liberale Revolution von $YEAR$ verzeichnet wurden, liegen nun alle in der Vergangenheit, und es scheint, dass wir den Sturm überstanden haben.;;;;;;;;;;;
EVTOPTA10050;We pray for the fallen;Nous prions pour les morts.;Wir beten für die Gefallenen.;;;;;;;;;;;
EVTNAME10100;The Blight of $YEAR$;Le mildiou de $YEAR$;Die Pest von $YEAR$;;;;;;;;;;;
EVTDESC10100_NEW;Phytophthora infestans, the dreaded potato blight, has struck one of our farming provinces. Starving smallholders, and in some places driving whole families from their homes, the potato blight has caused a localized famine that threatens to spread.;;Phytophthora infestans, die gefürchtete Kartoffelfäule, ist in $PROVINCENAME$ ausgebrochen. Die Krankheit bringt lokale Kleinbauern ans Hungertuch, treibt an manchen Orten ganze Familien aus ihren Heimen, und hat generell vor Ort eine Hungersnot ausgelöst, die sich auszubreiten droht. Im Parlament wie auch vor Ort treten die Liberalen vor, klagen unsere Regierung an, die Hungerhilfe ungeschickt anzugehen, und behaupten, dass vielleicht nicht die Knollenfäule selbst, sondern unsere Politik, die zu Nahrungsmangel geführt hat, an der Krise schuld ist.;;;;;;;;;;;
EVTOPTB10100;Spare no effort in relieving the local farmers.;Mettons tout en œuvre pour soulager les fermiers locaux.;Lokalen Bauern mit aller Kraft helfen.;;;;;;;;;;;
EVTOPTA10100;Let them eat cake!;Qu'ils se débrouillent !;Sollen sie Kuchen essen!;;;;;;;;;;;
EVTNAME10105;Potato Famine Debated;Polémique sur la Grande Famine;Kartoffel-Hungersnot debattiert;;;;;;;;;;;
EVTDESC10105;And while our people still labor under ghastly conditions in the fields, what has our government done to relieve the starving farmers affected this very year by the dreaded Potato blight? Economic freedom could allow for the import of ersatz foodstuffs, but privileges long established must, apparently, be maintained.'\n\nLiberal sympathizers have come out of the woodwork both locally and in parliament, criticizing our government for its inability to handle the Potato Blight that recently struck one of our provinces. If the liberals become too strong, they may very well conspire again to ferment revolution. We should also consider dispatching troops to provinces where we see Liberal Agitation.;"Et alors que les nôtres s'échinent aux champs que fait notre gouvernement pour venir en aide aux fermiers qui meurent de fin en cette période de famine ? La liberté économique permet l'importation de denrées alimentaires, mais visiblement, les privilèges établis depuis longtemps doivent perdurer"".\n\nLes sympathisants libéraux sont sortis d'on ne sait où, localement et au parlement, et critiqué notre gouvernement pour son incapacité à juguler le mildiou de la pomme de terre qui a récemment frappé l'une de nos provinces. Si les libéraux deviennent trop puissants, ils pourraient bien conspirer en faveur d'une révolution. Nous devrions également envisager l'envoi de troupes dans les provinces où les libéraux s'agitent.";Und was hat unsere Regierung getan, um den Hunger leidenden Bauern zu helfen, die Jahr für Jahr von dieser fürchterlichen Kartoffelplage getroffen werden und unter entsetzlichen Bedingungen auf den Feldern schuften? Handelsfreiheit könnte den Import von anderen Lebensmitteln ermöglichen, aber anscheinend müssen seit Langem geltende Privilegien beibehalten werden.'\n\nLiberale Sympathisanten sind vor Ort und im Parlament aus ihren Löchern gekrochen und kritisieren unsere Regierung dafür, der Kartoffelplage, die vor Kurzem eine unserer Provinzen getroffen hat, nicht Einhalt bieten zu können. Wenn die Liberalen zu stark werden, könnten sie durchaus wieder eine Revolution anzetteln. Wir sollten uns überlegen, Truppen in Provinzen zu entsenden, in denen wir liberale Bewegungen ausmachen.;;;;;;;;;;;
EVTOPTA10105;Suppress them in parliament and hope that the countryside stays calm;Évincez-les du parlement en espérant que les campagnes restent calmes.;Unterdrückt sie im Parlament. Hoffentlich bleibt es auf dem Land dann ruhig.;;;;;;;;;;;
EVTOPTB10105;Let them have their say in parliament, and the effects might dissipate;Laissez-les s'exprimer au parlement. La situation devrait s'arranger.;Lasst sie im Parlament zu Wort kommen. Die Effekte ihrer Reden könnten sich im Wind verlaufen.;;;;;;;;;;;
EVTNAME10110;The Watch on $CAPITAL$;Manifestations à $CAPITAL$;Die Wacht in $CAPITAL$;;;;;;;;;;;
EVTDESC10110;Fast and true stands the guard in $CAPITAL$, at least if a local poet is to be believed. A poetical pamphlet decrying the state of our nation, its political backwardness and oppression, has inflamed feelings in one of our states. All around $COUNTRY$ cries for national unity can be heard, as liberals take to the streets protesting the old order, calling for national unification with our cultural brethren in other countries, and a liberalization of our political system. We should consider dispatching troops to provinces where Liberal Agitation is present.;À $PROVINCENAME$, un pamphlet poétique déplorant l'état de notre nation a déchaîné les passions. Partout en $PROVINCENAME$, on entend des appels à l'unité nationale et les libéraux envahissent les rues pour protester contre l'ordre établi et appeler à l'unification nationale avec nos frères culturels des autres pays et à la libéralisation de notre système politique. Nous devrions envisager l'envoi de troupes dans les provinces où sévit l'agitation libérale.;Standhaft und treu steht die Wacht in $CAPITAL$, zumindest wenn man einem lokalen Dichter Glauben schenken möchte. In einem unserer Staaten hat ein poetisches Pamphlet über den Zustand unserer Nation, ihrer politischen Rückständigkeit und über Unterdrückung die Gefühle hochkochen lassen. Liberale protestieren auf den Straßen gegen das alte Regime und überall in $COUNTRY$ werden Rufe nach nationaler Einheit laut. Die Demonstranten verlangen die Vereinigung mit unseren kulturellen Brüdern in anderen Ländern und die Liberalisierung unseres politischen Systems. Wir sollten uns überlegen, Truppen in Provinzen zu entsenden, in denen wir liberale Bewegungen ausmachen.;;;;;;;;;;;
EVTOPTA10110;Bloody revolutionaries.;Maudits révolutionnaires.;Verdammte Revolutionäre.;;;;;;;;;;;
EVTOPTB10110;The old order must be defended!;L'ordre établi doit être défendu !;Das alte Regime muss verteidigt werden!;;;;;;;;;;;
EVTNAME10120_NEW;$COUNTRY_ADJ$ Herald;La Tribune de $COUNTRY_ADJ$;Der $COUNTRY_ADJ$ Herald;;;;;;;;;;;
EVTDESC10120_NEW;A new daily has begun circulating in $COUNTRY$. The $COUNTRY_ADJ$ Herald, carrying hard-hitting political commentary, literary critique and local news, has quickly developed into a flagship for local liberal politics.;;Eine neue Tageszeitung ist in $COUNTRY$ erschienen. Mit beißenden politischen Kommentaren, Literaturkritik und Lokalnachrichten ist der $COUNTRY_ADJ$ Herald schnell zu einem Flaggschiff für liberale Lokalpolitik geworden.;;;;;;;;;;;
EVTOPTA10120;I hope I'm not in the obituaries.;J'espère que je n'y apparais pas à rubrique nécrologique.;Ich hoffe, ich stehe nicht in den Nachrufen.;;;;;;;;;;;
EVTOPTB10120;Censor the paper;Censurez le journal.;Zensiert die Zeitung;;;;;;;;;;;
EVTNAME10130;Chartist Society;Société chartiste;Chartistengesellschaft;;;;;;;;;;;
EVTDESC10130_NEW;A local chapter of the Chartist Society, calling for a broadening of the voting franchise, and an end to landed voting rights, has opened in $COUNTRY$.;Une branche locale de la Société chartiste, appelant à un élargissement du droit de vote et à la fin du système électoral censitaire est apparue en $COUNTRY$.;Ein lokaler Zweig der Chartistengesellschaft ist in $COUNTRY$ aktiv geworden und ruft nach größeren Wahlrechten und einem Ende der landbesitzgebundenen Wahlrechts.;;;;;;;;;;;
EVTOPTA10130;Oh great.;Oh, super.;Na super.;;;;;;;;;;;
EVTOPTB10130;Suppress the society;Neutraliser la société;Unterdrückt die Gesellschaft;;;;;;;;;;;
EVTNAME10140;Secret Society;Organisation secrète;Geheimgesellschaft;;;;;;;;;;;
EVTDESC10140_NEW;Liberal causes have started to gain traction in $COUNTRY$. While no one knows for sure, rumor has it that the root cause of this sudden upswing in liberal propaganda efforts is the recent foundation of a secret society, forced into hiding due to the persecution of any legitimate opposition to the ruling party. Whether it be the Rosecrucians or the Illuminati, these society members will continue to act from the shadows until $COUNTRY$ allows free debate and opposition in its politics.;;;;;;;;;;;;;
EVTOPTA10140;...maybe that is what they want us to think?;... Peut-être est-ce ce qu'ils cherchent à nous faire croire ?;... vielleicht ist das genau das, was sie uns glauben machen wollen?;;;;;;;;;;;
EVTOPTB10140;Pass a local ordnance against it;Passer une loi d'interdiction en ce sens;Verabschiedet eine lokale Verordnung gegen sie.;;;;;;;;;;;
EVTNAME10150;Luddite Mob;Les luddites;Ludditen-Mob;;;;;;;;;;;
EVTDESC10150_NEW;The smog from the factories hangs low against the blood red of a charcoal sky. Far away in the depths of the city, in the deepest bowels of the industrial machine, the cries and shouts of a forming mob can be heard echoing against a backdrop of drainpipes and smokestacks. Infuriated over poor working conditions, clamoring for a return to a lost pastoral dream remembered, Luddites take to the streets in $COUNTRY$.;;Der kohlschwarze Qualm der Fabriken hängt tief gegen den blutroten Himmel. Tief im Herzen der Stadt, in den untersten Kellern der Industriemaschine, kann man die Schreie und Rufes des sich bildenden Mobs im Echo gegen den Hintergrund von Kühlröhren und Schornsteinen hören. Erzürnt über schlechte Arbeitsbedingungen ziehen die Ludditen auf die Straße in $COUNTRY$ und verlangen die Wiederkehr eines ländlichen Traums.;;;;;;;;;;;
EVTOPTA10150;Send in the troops;Envoyer les troupes;Truppen hineinschicken;;;;;;;;;;;
EVTOPTB10150;Hint at policy changes;Promettre un changement de politique;Politikänderungen andeuten;;;;;;;;;;;
EVTNAME10155;Pan-Nationalist Fervor;;;;;;;;;;;;;
EVTDESC10155;A fervor has been sweeping through parts of $COUNTRY$, with liberal-minded revolutionaries calling for $COUNTRY_ADJ$ citizens to rise up and demand the unification of $CULTURE_GROUP_UNION$. They have begun waving $UNION_ADJ$ flags in the streets, fomenting riots and violence. The police have had difficulties dealing with the problem.;;;;;;;;;;;;;
10155.A;Long live $CULTURE_GROUP_UNION$!;;;;;;;;;;;;;
EVTNAME10160;Banquet Campaign;Banquets;Bankettkampagne;;;;;;;;;;;
EVTDESC10160_NEW;Immorality is like water, flowing through every concievable crack in the dams of legal authority. Liberals in $COUNTRY$ have, on account of the ban on public meetings, begun holding banquets. Ostentsibly without purpose -- A gathering among friends, a celebration, a feast -- the common knowledge secret that no one dare pronounce is that these banquets are political meetings carried out behind a thin veneer of legality.;;Sittenlosigkeit ist wie Wasser - sie fließt durch jeden Riss in den Dämmen der Gesetzesautorität. Die Liberalen in $COUNTRY$ haben wegen des Verbots öffentlicher Versammlungen begonnen, Bankette abzuhalten. Nach außen völlig absichtslos -- ein Treffen von Freunden, eine Feier, ein Fest -- doch ist jedem klar, was er nicht auszusprechen wagt: dass diese Bankette politische Treffen sind, die sich hinter einem sehr dünnen Anstrich der Legalität verstrecken.;;;;;;;;;;;
EVTOPTA10160;Time to crack down on them.;Il est temps de sévir.;Es ist Zeit für Razzien.;;;;;;;;;;;
EVTOPTB10160;Leave them be;Ne pas intervenir;Lasst sie in Ruhe.;;;;;;;;;;;
EVTNAME10170;Liberal Agitation Spreads;L'agitation libérale s'étend;Liberale Agitation reitet sich aus;;;;;;;;;;;
EVTDESC10170_NEW;Like rats carrying contagious diseases, the preachers of modernity move effortlessly back and forth across our borders. Liberal agitation has spread to $PROVINCENAME$ from a neighboring province and is now threatening to enflame the entire state. We might want to send some troops here.;Comme des rats porteurs de maladies contagieuses, les prédicateurs modernes vont et viennent facilement de part et d'autres de nos frontières. L'agitation libérale s'étend à $PROVINCENAME$ depuis une province voisine.;Wie Ratten mit ansteckenden Krankheiten bewegen sich die Prediger der Modernität mühelos über unsere Grenzen hinweg. Liberale Agitation ist aus einer Nachbarprovinz nach $PROVINCENAME$ übergeschwappt.;;;;;;;;;;;
EVTOPTA10170;We shall consider it;C'est comme ça.;Das ist nun mal so.;;;;;;;;;;;
EVTNAME10180;Anti-Jacobin Tract;Tract antijacobin;Anti-Jakobiner-Traktat;;;;;;;;;;;
EVTDESC10180;In a time when the forces of revolution threaten to overthrow all the long-established orders of Europe, it becomes our sacred duty to voice our dissent. The Jacobins -- holding nothing sacred save the profane -- are charlatans peddling false ideologies. What von Dorten's terror brought to Germany, their radicalism now threatens to impose on $COUNTRY$.'\n\nThe widespread liberal agitation in $COUNTRY$ has mobilized the forces of reaction, and a leading conservative intellectual has published an Anti-Jacobin tract.;;In einer Zeit, da die Kräfte der Revolution drohen, alle etablierten Systeme Europas zu stürzen, ist es unsere heilige Pflicht, unserem Unmut Luft zu machen. Die Jakobiner - denen nichts außer dem Profanen heilig ist - sind Scharlatane, die falsche Ideologien predigen. Der Radikalismus, der von Dortens Terror nach Frankreich brachte, droht nun $COUNTRY$.'\n\nDie weit verbreitete liberale Agitation in $COUNTRY$ hat die Kräfte der Reaktion mobilisiert, und ein führender konservativer Intellektueller hat ein Traktat gegen die Jakobiner veröffentlicht.;;;;;;;;;;;
EVTOPTA10180;Interesting;Intéressant;Interessant;;;;;;;;;;;
EVTNAME10190_NEW;Fiery Sermon in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC10190;And let it be known, that those who argue the cause of revolution argue against the cause and design of allmighty God himself. For he, in his wisdom, has made kingdoms on earth, and set kings to rule over them.'\n\nA local preacher in $PROVINCENAME$ has held a fiery sermon condemning several liberal causes.;;Und die, die für die Revolution sprechen, sprechen gegen die Sache und das Werk des allmächtigen Gottes selbst. Denn er in seiner Weisheit hat Königreiche auf die Erde gebracht, und Könige eingesetzt, die über sie herrschen.'\n\nEin lokaler Prediger in $PROVINCENAME$ hat eine scharfe Predigt gegen verschiedene liberale Ansichten gehalten.;;;;;;;;;;;
EVTOPTA10190;He sounds like a reasonable man!;Voilà un homme qui semble raisonnable !;Er klingt wie ein vernünftiger Mensch!;;;;;;;;;;;
EVTNAME10200_NEW;Liberal Insurrection in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC10200_NEW;Death to the $MONARCHTITLE$!', a hoarse voice cries. The streets in $PROVINCENAME$ have come alive. A local injustice, or the perception of one, have animated the unwashed masses into rebellion against our rule and threatens to spread to the rest of the state. The revolt is still small enough that its future course has not been set in stone, and leniency might avert it, but perhaps it is best to put our foot down firmly to set an example?;;Tod dem König!', schreit eine heisere Stimme. Die Straßen in $PROVINCENAME$ sind zum Leben erwacht. Eine lokale Ungerechtigkeit bzw. das, was manche dafür ansehen, hat eine Rebellion der ungewaschenen Horden gegen unsere Herrschaft entfacht. Die Revolte ist noch klein genug, dass ihr künftiger Kurs noch nicht in Stein gemeißelt steht. Mit Milde könnte man noch etwas erreichen, aber vieleicht ist es am besten, hart vorzugehen, um ein Exempel zu statuieren?;;;;;;;;;;;
EVTOPTA10200;Send in the troops;Envoyer les troupes;Truppen hineinschicken;;;;;;;;;;;
EVTOPTB10200;Negotiate with the leaders;Négocier avec les meneurs;Mit den Anführern verhandeln;;;;;;;;;;;
EVTNAME10205;Fighting in the Streets;;;;;;;;;;;;;
EVTDESC10205;Tensions in one of our provinces reached a boiling point recently, with liberals and reactionaries battling in the streets. $COUNTRY_ADJ$ police were quick to move in, but tempers remain high and already there are reports of fighting elsewhere in the state. Officials are calling for decisive action to put an end to the violence.;;;;;;;;;;;;;
10205.A;Punish the liberals.;;;;;;;;;;;;;
10205.B;Punish the reactionaries.;;;;;;;;;;;;;
10205.C;The fighting simply has to stop.;;;;;;;;;;;;;
EVTNAME10210_NEW;Liberal Revolt in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC10210;The revolutionary flames in $COUNTRY$ are fanned, as $PROVINCENAME$ erupts into open rebellion. Crying out for liberty, justice and equality, the citizens take to the streets.;Une rébellion ouverte éclate en $PROVINCENAME$, ravivant les flammes révolutionnaires de $COUNTRY$. Les citoyens envahissent les rues en réclamant liberté, justice et égalité.;Die Flammen der Revolution in $COUNTRY$ sind geschürt, als ein offener Aufstand in $PROVINCENAME$ ausbricht. Die Bürger gehen auf die Straße, wo sie nach Freiheit, Gerechtigkeit und Gleichheit schreien.;;;;;;;;;;;
EVTOPTA10210;Blast!;Bon sang !;Verdammt!;;;;;;;;;;;
EVTNAME10215;Inspired Nationalists;;;;;;;;;;;;;
EVTDESC10215;Nationalists in $COUNTRY$, inspired by the wave of liberalism in a neighboring nation, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;;
10215.A;Revolution is like the plague.;;;;;;;;;;;;;
EVTNAME10216;Nationalist Fervor in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC10216;Nationalists in $PROVINCENAME$, inspired by the wave of liberalism throughout $COUNTRY$, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;;
10216.A;Crush them.;;;;;;;;;;;;;
10216.B;Make promises of reform.;;;;;;;;;;;;;
EVTNAME10220;Agitation Dies Down;L'agitation se calme;Agitation verebbt;;;;;;;;;;;
EVTDESC10220;The sound of rain falling on the deserted square is deafening. A tattered pamphlet, thrown in the gutter -- the ink running out across the paper in soft blueish blooms -- is the only thing that still serves as proof that $PROVINCENAME$ was, up until just recently, a hot-bed of liberal agitation. Depicted on the pamphlet is a Sans-culotte, the iconographic personification of the French revolution, holding a republican tricolor. The pamphlet reads: 'Liberty, Equality, Brotherhood -- $COUNTRY$'. It is soon swept away by the rain and down into the sewers whence it came.;;Das Prasseln des Regens auf dem verlassenen Platz ist ohrenbetäubend. Ein verknittertes Pamphlet, in den Rinnstein geworfen -- die Tinte bildet weiche bläuliche Blüten auf dem Papier -- ist das einzige, das noch davon zeugt, dass $PROVINCENAME$ bis vor kurzem noch eine Brutstätte liberaler Agitation war. Auf dem Pamphlet ist die ikonografische Personifizierung der Französischen Revolution abgebildet, eine Sans-culotte mit einer Trikolore in der Hand. Auf dem Pamphlet steht: 'Freiheit, Gleichheit, Brüderlichkeit -- $COUNTRY$'. Schon bald wäscht der Regen es fort, hinunter in die Kanalisation und den Untergrund, aus dem es kam.;;;;;;;;;;;
EVTOPTA10220;Good riddance.;Bon débarras !;Bloß weg damit.;;;;;;;;;;;
EVTNAME10221;Chartist Rally in Kennington Common;;;;;;;;;;;;;
EVTDESC10221;A massive demonstration by the Chartists has taken place in Kennington Common, with liberals demanding that the People's Charter be implemented immediately-- giving equal votes to all men, rich or poor, as well as secret ballots and a fair distribution of constituencies. Many in the government are suggesting that such public gatherings should be made illegal, and that at best the British government should make empty promises to these rabble-rousers. Others fear that refusing their demands will lead to the monarchy being toppled by rebellion.;;;;;;;;;;;;;
10221.A;Implement the People's Charter.;;;;;;;;;;;;;
10221.B;Shut them down.;;;;;;;;;;;;;
EVTNAME10225;Hungarian Revolution of $YEAR$;;;;;;;;;;;;;
EVTDESC10225;The Hungarian Diet has grown increasingly independent of Austrian rule in recent years. Field Marshall Count Franz Philipp von Lamberg was sent to Hungary to take personal control over their armies, but was attacked upon his arrival. In response, the Austrian government ordered the Hungarian Diet dissolved and the Ban of Croatia installed in Lamberg's place. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the empire.;;;;;;;;;;;;;
10225.A;We will restore order!;;;;;;;;;;;;;
10225.B;We have no choice but to let them go.;;;;;;;;;;;;;
10225.C;Throw off Hapsburg rule!;;;;;;;;;;;;;
EVTNAME10226;Freedom At Last!;;;;;;;;;;;;;
EVTDESC10226;We have won our freedom from Austrian rule! The people have gathered in $CAPITAL$ in jubilation!;;;;;;;;;;;;;
10226.A;A new age has begun!;;;;;;;;;;;;;
EVTNAME10227;The Hungarian Question;;;;;;;;;;;;;
EVTDESC10227;Hungarian lands rightfully belong to us. With their new-found freedom, we are left with the decision whether we should pursue our claim to their lands or instead try to reconcile with the Hungarian government. If they remain hostile, after all, and we are unable to defeat them, they will become a very dangerous enemy on our border. Admitting their loss, however, might be a blow to our prestige we will never recover from.;;;;;;;;;;;;;
10227.A;Hungary belongs to Austria.;;;;;;;;;;;;;
10227.B;We must pursue reconciliation.;;;;;;;;;;;;;
EVTNAME10228;Constitutional Reform;;;;;;;;;;;;;
EVTDESC10228;With the entire nation ready to overthrow the monarchy, ministers have approached the King with advice on reforming the constitution before it's too late. The loss of Belgium has made a revision necessary already. Including provisions that permitted the direct election of the lower house as well as numerous freedoms the Dutch do not already enjoy might pacify the liberals.;;;;;;;;;;;;;
10228.A;We have little choice.;;;;;;;;;;;;;
10228.B;Some limited freedoms are acceptable, but no more.;;;;;;;;;;;;;
10228.C;Never! Shut the liberals down!;;;;;;;;;;;;;
EVTNAME10229;The $COUNTRY_ADJ$ Uprising;;;;;;;;;;;;;
EVTDESC10229;With the people seemingly ready to break down our doors, demanding constitutional reform, perhaps we should consider giving it to them? Some moderate reforms, allowing the masses their vote but retaining ultimate power for the $COUNTRY_ADJ$ aristocracy and the Kaiser, should please them enough to dispel this rabble... for now.;;;;;;;;;;;;;
