EDU_DESC;The educational budget is used to pay the clergy and to produce research points.;Le budget de l'enseignement permet de payer le clergé et de produire des points de recherche.;Aus dem Bildungshaushalt werden der Klerus und die Produktion von Forschungspunkten bezahlt.;;;;;;;;;;;x
COMBATEND_INITIAL;Initial;Initialement;Anfänglich;;;;;;;;;;;x
COMBATEND_CASUALTIES;Casualties;Victimes;Verluste;;;;;;;;;;;x
COMBATEND_SURVIVORS;Survivors;Survivants;Überlebende;;;;;;;;;;;x
cavours_diplomacy_title;Cavour's Diplomacy;La diplomatie de Cavour;Cavours Diplomatie;;;;;;;;;;;x
cavours_diplomacy_desc;Camillo Paolo Filippo Giulio Benso, Count of Cavour, Prime Minister of The Kingdom of Sardinia, was a leading figure in the movement for Italian Unification, and his personal efforts at diplomacy are often credited with securing the support of Napoleon III's France against Austria in the Second Italian War of Independence.;Camillo Paolo Filippo Giulio Benso, comte de Cavour, premier ministre du Royaume de Sardaigne, fut une figure marquante du mouvement pour une Italie unifiée. Il joua un rôle diplomatique déterminant dans le soutien de la France de Napoléon III contre l'Autriche lors de la seconde guerre d'indépendance italienne.;Camillo Paolo Filippo Giulio Benso, Graf von Cavour, Premierminister des Königreichs Sardinien, war ein führender Kopf der italienischen Vereinigungsbewegung. Hinsichtlich seiner persönlichen diplomatischen Errungenschaften wird oft erwähnt, dass er Italien im zweiten italienischen Unabhängigkeitskrieg gegen Österreich die Unterstützung von Frankreich unter Napoleon III. sicherte.;;;;;;;;;;;x
EVTNAME36898;Coronation of Queen Victoria;Le couronnement de la reine Victoria;Die Krönung von Queen Victoria;;;;;;;;;;;x
EVTDESC36898;On the 28th of June, 1838, princess Alexandrina Victoria of House Hanover ascended to the throne of The United Kingdom of Great Britain and Ireland as 'Queen Victoria'. Her reign, which would last even a few years into the 20th century, would later be remembered as the absolute zenith of the British Empire, upon which the sun never set. The last British Monarch of the House of Hanover, her ascension also marked the end of the personal union between Britain and Hanover. Today a jubilant crowd in London has escorted the young Queen Victoria to her residence in the newly built Buckingham Palace.;"Le 28 juin 1838, la princesse Alexandrine Victoire de Hanovre accéda au trône du Royaume-Uni de Grande-Bretagne et d'Irlande pour devenir la ""reine Victoria"". Son règne, qui dura jusqu'au tout début du XXe siècle, reflète la grandeur de l'Empire britannique. Dernière souveraine britannique de la maison de Hanovre, son ascension marqua aussi la fin de l'union personnelle entre la Grande-Bretagne et Hanovre. Aujourd'hui, une foule radieuse a escorté la jeune reine Victoria vers sa nouvelle résidence, le Palais de Buckingham.";Am 28. Juni 1838 bestieg Prinzessin Alexandrina Victoria des Hauses Hannover als 'Queen Victoria' den Thron des Vereinigten Königreichs von Großbritannien und Irland. An ihre Herrschaft, die sogar einige wenige Jahre ins zwanzigste Jahrhunderte reichte, erinnerte man sich später als den absoluten Zenit des britischen Weltreichs, in dem die Sonne niemals unterging. Sie war der letzte britische Monarch des Hauses Hannover und ihre Thronbesteigung markierte auch das Ende der Personalunion zwischen Britannien und Hannover. Heute hat eine jubelnde Menge die junge Queen Victoria zu ihrer Residenz im neu gebauten Buckingham Palace begleitet.;;;;;;;;;;;x
EVTOPTA36898;Victoria Regina!;Victoria Regina !;Victoria Regina!;;;;;;;;;;;x
RELEASE_VASSAL_EFFECT;Release §Y$TARGET$§W\n;Libérer §Y$TARGET$§W\n;§Y$TARGET$§W entlassen\n;;;;;;;;;;;x
EVTDESC15310;As she makes her way through the city, doding shadows as if they were $COUNTRY_ADJ$ soldiers, the illuminated clock-tower of the church seems to glare at her like a mean, infected yellow eye. She's already late, but class is still in session.\n\nAn underground university has formed in $PROVINCENAME$, providing higher education despite the ban on minority languages in academia.;À mesure qu'elle traverse la ville, fuyant les ombres comme s'il s'agissait de soldats $COUNTRY_ADJ$, la tour de l'horloge illuminée semble l'observer, telle un inquiétant œil jaune. Elle est en retard, mais le cours n'est pas terminé.\n\nUne université clandestine a été créée en $PROVINCENAME$ pour dispenser des cours d'enseignement supérieur malgré l'interdiction des langues minoritaires dans le milieu universitaire.;Während sie sich ihren Weg durch die Stadt bahnt, wobei sie Schatten ausweicht, als seien sie $COUNTRY_ADJ$ Soldaten, scheint sie die erleuchtete Turmuhr wie ein böses, gelbes Auge anzustarren. Sie ist schon zu spät, aber der Unterricht ist noch nicht vorbei.\n\nIn $PROVINCENAME$ hat sich eine Untergrund-Universität gegründet, die trotz des Bannes gegen Minderheitensprachen in akademischen Kreisen höhere Bildung vermittelt.;;;;;;;;;;;x
EVTNAME11100;The $FROMCOUNTRY_ADJ$ Parliament;Le parlement $FROMCOUNTRY_ADJ$;Das $FROMCOUNTRY_ADJ$ Parlament;;;;;;;;;;;x
EVTDESC11100;A rising tide of liberal nationalism within greater $CULTURE_GROUP_UNION$ has toppled the government in $FROMCOUNTRY$. A parliament of liberal revolutionaries has been convened, with representatives from all of $CULTURE_GROUP_UNION$, which has decreed that the time is right for the nation to unite under one banner. The parliament has offered the crown of this united $CULTURE_GROUP_UNION$ to us. We could accept the offer, but doing so would cause international alarm, and require us to compensate the revolutionaries politically.;La vague de nationalisme libéral qui a traversé $CULTURE_GROUP_UNION$ a renversé le gouvernement de $FROMCOUNTRY$. Un parlement de révolutionnaires libéraux s'est réuni, avec des représentants de l'ensemble de $CULTURE_GROUP_UNION$, et a décrété qu'il est temps pour la nation de s'unir sous la même bannière. Le parlement nous a proposé la couronne de la nation unifiée de $CULTURE_GROUP_UNION$. Nous pourrions accepter cette offre, mais la communauté internationale risque de s'en offusquer et nous devrons dédommager les révolutionnaires sur le plan politique.;Der aufwallende Liberalnationalismus in $CULTURE_GROUP_UNION$ hat die Regierung in Groß-$FROMCOUNTRY$ gestürzt. Man hat ein liberales Revolutionsparlament mit Repräsentanten aus ganz $CULTURE_GROUP_UNION$ einberufen, das zu dem Schluss gekommen ist, dass nun die Zeit reif dafür ist, dass sich die Nation unter einem Banner vereinigt. Das Parlament hat uns die Krone des vereinigten $CULTURE_GROUP_UNION$ angeboten. Wir könnten das Angebot annehmen, aber dann würden wir das Ausland alarmieren und wir müssten die Revolutionäre politisch entschädigen.;;;;;;;;;;;x
EVTOPTA11100;Hurrah!;Hourra !;Hurra!;;;;;;;;;;;x
EVTOPTB11100;I will not accept a crown from the gutter.;Pas question que j'accepte une couronne qui vient du caniveau !;Ich werde keine Krone aus der Gosse akzeptieren.;;;;;;;;;;;x
IS_IN_A_SPHERE;Is in a Sphere of Influence;Est dans une sphère d'influence;Befindet sich in einer Einflusssphäre;;;;;;;;;;;x
EVTNAME16070;Fire-Eaters;Fire-Eaters;Fire-Eaters;;;;;;;;;;;x
EVTDESC16070;'It has put at rest, forever, all the agitating questions relating to our peculiar institution.'\n\nHis words are soft-spoken, but carry an inner flame of righteous anger directed at anyone and anything he deems as threatening the institution of slavery. 'Fire-Eaters', radical pro-slavery agitators, have appeared in $PROVINCENAME$;"Elle a mis un terme définitif à toutes les questions embarrassantes liées à notre singulière institution.\n\nSa voix est douce, mais ses paroles enflammées ne parviennent pas à masquer la colère qu'il éprouve envers tous ceux qui menacent l'existence même de l'esclavage. Des ""Fire-Eaters"", agitateurs radicaux favorables à l'esclavage, ont fait leur apparition en $PROVINCENAME$.";Damit wurde den agitierenden Fragen bezüglich unserer besonderen Situation für immer ein Ende bereitet.'\n\nEr spricht mit sanften Worten, die aber eine Flamme rechtschaffener Wut gegen alles und jeden in sich tragen, was er als Gefahr für die Einführung der Sklaverei ansieht. In $PROVINCENAME$ sind 'Fire-Eaters' aufgetaucht, radikale Befürworter der Sklaverei.;;;;;;;;;;;x
EVTOPTA16070;All men were created equal...;Tous les hommes sont nés égaux...;Alle Menschen sind gleich ...;;;;;;;;;;;x
EVTOPTB16070;Never were truer words spoken!;C'est la seule vérité qui tienne !;Wahrere Worte sind uns noch nie zu Ohren gekommen!;;;;;;;;;;;x
PROVINCEVIEW_SUPPLY_LIMIT;Supply Limit:;Limite en ravitaillement :;Versorgungslimit:;;;;;;;;;;;x
PRODUCTION_COST_REOPEN;Reopening Cost: §Y$VAL$§W;Coût de réouverture : §Y$VAL$§W;Wiedereröffnungskosten: §Y$VAL$§W;;;;;;;;;;;x
EVTNAME11102;Three Hurrahs For $CULTURE_GROUP_UNION$!;Pour $CULTURE_GROUP_UNION$, hip hip hip, hourra !;Ein dreifaches Hurra auf $CULTURE_GROUP_UNION$!;;;;;;;;;;;x
EVTDESC11102;All around $COUNTRY$, jubilant crowds, waving the flag of $CULTURE_GROUP_UNION$, take to the streets in celebration, as the government in $CAPITAL$ has proclaimed the unification of all of $CULTURE_GROUP_UNION$ under the $COUNTRY_ADJ$ flag.\n\n'For far too long have we let the machination and conspiracy of foreign powers set the course of our nation's life. Today, and forever -- here, in our ancient homeland -- we form the bonds of a more perfect union. Three Hurrahs for $CULTURE_GROUP_UNION$!'\n\n;"Partout en $COUNTRY$, des foules transportées de joie agitant le drapeau de $CULTURE_GROUP_UNION$, envahissent les rues pour fêter la nouvelle : le gouvernement de $CAPITAL$ a proclamé l'unification de l'ensemble de $CULTURE_GROUP_UNION$ sous le drapeau $COUNTRY_ADJ$.\n\n""Cela faisait trop longtemps que nous laissions la machination et le complot des puissances étrangères décider du sort de notre nation. Aujourd'hui et pour toujours, ici dans notre ancienne patrie, nous tissons les liens d'une union plus parfaite. Pour $CULTURE_GROUP_UNION$, hip hip hip, hourra !""\n\n";Überall in $COUNTRY$ schwenkt die jubelnde Menge Flaggen von $CULTURE_GROUP_UNION$. Nachdem die Regierung in $CAPITAL$ die Vereinigung von ganz $CULTURE_GROUP_UNION$ unter der $COUNTRY_ADJ$ Flagge proklamiert hat, sind auf den Straßen Feierlichkeiten ausgebrochen.\n\n'Viel zu lange haben wir die Geschicke unserer Nation von den Machenschaften und den Intrigen ausländischer Mächte bestimmen lassen. Heute schmieden wir hier, in unserem angestammten Heimatland, für immer die Bande einer besseren Union. Ein dreifaches Hurra auf $CULTURE_GROUP_UNION$!;;;;;;;;;;;x
EVTOPTA11102;Hurrah!;Hourra !;Hurra!;;;;;;;;;;;x
NAVALATTACKTHEM_HEADER;Chief of Navy reports;Le chef de la marine signale que;Der Marine-Oberbefehlshaber berichtet:;;;;;;;;;;;x
NAVALATTACKUS_HEADER;Chief of Navy reports;Le chef de la marine signale que;Der Marine-Oberbefehlshaber berichtet:;;;;;;;;;;;x
SIEGEUS_SETUP;When the enemy begins to occupy our province;Si l'ennemi occupe notre province;Wenn der Feind beginnt, unsere Provinz zu besetzen.;;;;;;;;;;;x
SIEGEUS_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
SIEGEUS_1;Our Province is beginning to be occupied;Notre province est occupée;Der Feind beginnt, unsere Provinz zu besetzen.;;;;;;;;;;;x
SIEGEUS_2;$MONARCHTITLE$,;$MONARCHTITLE$,;$MONARCHTITLE$;;;;;;;;;;;x
SIEGEUS_3;$PROV$;$PROV$.;$PROV$;;;;;;;;;;;x
SIEGEUS_4;is beginning to be occupied. Fear not! The forces of;est occupée. Ne craignez rien ! Les forces de;wird gerade vom Feind besetzt. Fürchtet nicht! Die Truppen von;;;;;;;;;;;x
SIEGEUS_5;$ATTACKER$;$ATTACKER$;$ATTACKER$;;;;;;;;;;;x
SIEGEUS_6;will soon be driven off by the might of our armies.;seront bientôt repoussées par nos puissantes armées.;werden schon bald von der Macht unserer Armeen vertrieben werden.;;;;;;;;;;;x
SIEGEUS_LOG;$PROV$ is beginning to be occupied.;$PROV$ est occupée.;$PROV$ wird gerade vom Feind besetzt.;;;;;;;;;;;x
SIEGEUS_BTN1;OK;OK;OK;;;;;;;;;;;x
SIEGEUS_BTN2;OK;OK;OK;;;;;;;;;;;x
SIEGEUS_BTN3;Goto;Aller à;Goto;;;;;;;;;;;x
SIEGEUS_MAP;*;*;*;;;;;;;;;;;x
SIEGETHEM_SETUP;When we begin to occupy one of our enemy's provinces;Si nous occupons une province ennemie;Wenn wir beginnen, eine Provinz unseres Feindes zu besetzen.;;;;;;;;;;;x
SIEGETHEM_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;;;;;;x
SIEGETHEM_1;Their province is beginning to be occupied;Leur province est occupée;Wir haben begonnen, ihre Provinz zu besetzen.;;;;;;;;;;;x
SIEGETHEM_2;$MONARCHTITLE$, we have started to occupy;$MONARCHTITLE$, nous occupons;$MONARCHTITLE$, wir begannen die Besetzung von;;;;;;;;;;;x
SIEGETHEM_3;$PROV$.;$PROV$.;$PROV$.;$PROV$.;*;$PROV$.;$PROV$ könnyûszerrel bevehetõ erõdjét.;$PROV$.;;;;;;x
SIEGETHEM_4;It won't take long before our forces have wrenched it out of the clutches of;Nos forces auront bientôt débarrassé cette province de;Es wird nicht lange dauern, bis unsere Truppen sie;;;;;;;;;;;x
SIEGETHEM_5;$DEFENDER$.;$DEFENDER$.;$DEFENDER$ entrissen haben.;;;;;;;;;;;x
SIEGETHEM_6;They will look forward to our enlightened government.;Sa population attend impatiemment d'être guidée par notre gouvernement.;Sie werden sich auf unsere aufgeklärte Regierung freuen.;;;;;;;;;;;x
SIEGETHEM_LOG;We have begun to occupy $PROV$.;Nous occupons $PROV$.;Wir haben mit der Besetzung von $PROV$ begonnen.;;;;;;;;;;;x
SIEGETHEM_BTN1;OK;OK;OK;;;;;;;;;;;x
SIEGETHEM_BTN2;OK;OK;OK;;;;;;;;;;;x
SIEGETHEM_BTN3;Goto;Aller à;Goto;;;;;;;;;;;x
SIEGETHEM_MAP;*;*;*;;;;;;;;;;;x
chief_of_army;Chief of Army;Chef de l'armée;Armee-Oberbefehlshaber;;;;;;;;;;;x
chief_of_navy;Chief of Navy;Chef de la marine;Marine-Oberbefehlshaber;;;;;;;;;;;x
chief_of_staff;Chief of Staff;Chef d'état-major;Generalstabschef;;;;;;;;;;;x
SPHERE_LEADER;Sphere Leader;Leader de sphère;Einflusssphären-Führer;;;;;;;;;;;x
CONFIRM_INTERVENTION;Intervention!;Intervention !;Intervention!;;;;;;;;;;;x
CONFIRM_INTERVENTION_DESC;Do you want to intervene in the $WAR$?;Voulez-vous intervenir dans la guerre $WAR$ ?;Möchten Sie in den $WAR$ intervenieren?;;;;;;;;;;;x
CHAT_NONE_TIP;Clear chat filter;Supprimer le contenu du filtre de chat;Chatfilter-Inhalt löschen;;;;;;;;;;;x
CHAT_ALLIES_TIP;Only chat with allies;Chat avec alliés uniquement;Nur mit Verbündeten chatten;;;;;;;;;;;x
CHAT_ENEMIES_TIP;Only chat with enemies;Chat avec ennemis uniquement;Nur mit Feinden chatten;;;;;;;;;;;x
CHAT_ALL_TIP;Chat with every one.;Chat avec tout le monde.;Mit jedem chatten;;;;;;;;;;;x
CHAT_FILTER;Click to change if the user gets messages or not;Cliquez pour changer l'option permettant à l'utilisateur de recevoir ou non des messages.;Ändern Sie per Klick, ob der Spieler Nachrichten erhält oder nicht.;;;;;;;;;;;x
UV_NO_MORALE;Cannot move due to poor organisation. Current organisation is §Y$ORG$§W out of §Y$NEED$§W needed.;Déplacement impossible en raison d'une mauvaise organisation. Organisation actuelle : §Y$ORG$§W Organisation requise : §Y$NEED$§W.;Bewegung aufgrund schwacher Organisation unmöglich. Die aktuelle Organisation ist §Y$ORG$§W, benötigt wird §Y$NEED$§W.;;No puede moverse debido a su escasa organización. La organización actual es de §Y$ORG$§W, lejos de la necesaria §Y$NEED$§W.;;;;;;;;;x
UV_NO_STRENGHT;Cannot move due to poor strenght. Current strenght is §Y$STR$§W out of §Y$NEED$§W needed.;Déplacement impossible en raison d’un manque de force. Force actuelle : §Y$ORG$§W Force requise : §Y$NEED$§W.;Bewegung aufgrund schwacher Stärke unmöglich. Die aktuelle Stärke ist §Y$STR$§W, benötigt wird §Y$NEED$§W.;;No puede moverse debido a su escasa fuerza. La fuerza actual es de §Y$STR$§W, lejos de la necesaria §Y$NEED$§W.;;;;;;;;;x
tut_7a_6b;Below is a check box called Automate.\nAutomate will automatically set your trade order to buy what your armies need.;En dessous se trouve un case intitulée Automatiser.\nAutomatiser définit automatiquement la commande en fonction des besoins de vos armées.;Unten sehen Sie das Kontrollkästchen Automatisieren.\nAutomatisieren stellt Ihre Handelsgeschäfte automatisch so ein, dass die von Ihren Armeen benötigten Produkte gekauft werden.;;;;;;;;;;;x
tut_1a_4;The Dutch are massing on our borders, we must repel them. The first thing we need to do is select an army to do it. \n To select an army, click the army in Brussels;Les Hollandais se rassemblent à vos frontières, vous devez les repousser. Mais avant cela, une armée doit être sélectionnée. \n Pour ce faire, cliquez sur l'armée de Bruxelles.;Die Holländer versammeln sich an unseren Grenzen, wir müssen sie zurückschlagen. Dazu müssen wir zuerst eine Armee auswählen. \n Zur Auswahl einer Armee klicken Sie auf die Armee in Brüssel.;;;;;;;;;;;x
CONT_AI;Replace w. AI;Remplacer par IA;Mit KI ersetzen;;;;;;;;;;;x
CONT_CONTINUE;Continue (no AI);Continuer (pas d'IA);Fortfahren (keine KI);;;;;;;;;;;x
ASKMILITARYACCESS_THEY_ACCEPT_6;We can move our troops freely across their territory while this treaty is in effect.;Tant que ce traité est en vigueur, vous pouvez déplacer nos troupes à votre convenance sur leur territoire.;Während dieser Vertrag in Effekt ist, können unsere Truppen ungehindert über ihr Territorium marschieren.;;;;;;;;;;;x
ASKMILITARYACCESS_THEY_DECLINE_6;How they fail to see the benefits of having our troops on the streets of their capital is one of life's little mysteries.;Pourquoi ne voient-ils pas la présence de nos troupes dans les rues de leur capitale comme un atout ? C'est un des mystères de la vie !;Warum sie die Vorzüge nicht sehen können, unsere Truppen auf den Straßen ihrer Hauptstadt zu haben, wird wohl immer ein Geheimnis bleiben.;;;;;;;;;;;x
DISBAND_UNIT_DRO;Disbanding a brigade will remove it from the game, and thus reduce the amount of supplies your nation has to spend on maintenance.;Le démantèlement d'un régiment entraînera sa suppression du jeu et réduira les approvisionnements nécessaires à son entretien par votre nation.;Die Auflösung eines Regiments entfernt es aus dem Spiel und reduziert somit die Gütermenge, die Ihre Nation für die Instandhaltung aufbringen muss.;;;;;;;;;;;x
residency_desc;Only people of your nation's primary culture are allowed the vote.;Seule la population de la culture principale de votre nation est autorisée à voter.;Nur Angehörige der Primärkultur unserer Nation dürfen wählen.;;;;;;;;;;;x
limited_citizenship_desc;Only people of your nation's primary and accepted cultures are allowed the vote.;Seule la population de la culture principale et de la culture acceptée de votre nation est autorisée à voter.;Nur Angehörige der Primärkultur und der akzeptierten Kulturen unserer Nation dürfen wählen.;;;;;;;;;;;x
small_arms_production_desc;With the inventions of breech loaded rifles, mechanized rifle drilling, semi-automatics, and other technical improvements in weapons design, the industrial output of small arms was vastly increased during the 19th century.;Grâce à des inventions comme le fusil chargé par la culasse ou le semi-automatique, la production industrielle d'armes légères a considérablement augmenté au cours du XIXe siècle.;Während des neunzehnten Jahrhunderts erhöhte sich die industrielle Herstellung von Handfeuerwaffen durch die Erfindung von Hinterladern, mechanisierter Waffenlauffertigung, halbautomatischen Waffen und anderen technischen Neuerungen stark.;;;;;;;;;;;x
ammunition_production_desc;The design and production of basic munitions saw much improvement over the course of the 19th century. Advances in weapons design -- from muzzle to breech loads to semi-automatics and machine guns -- naturally meant that the design and production of ammunition also had to follow suit.;La conception et la production de munitions de base ont connu une nette amélioration au cours du XIXe siècle. Les progrès de l'armement (des fusils chargés par le canon aux fusils chargés par la culasse, en passant par les armes semi-automatiques et les mitrailleuses) ont naturellement entraîné une amélioration de la conception et de la production de munitions.;Im Verlauf des neunzehnten Jahrhunderts wurde auch das Design und die Produktion von Standardmunition stark verbessert. Die Fortschritte bei der Waffenentwicklung -- von Vorder- zu Hinterladern und dann zu halbautomatischen Waffen und Maschinengewehren -- bedeuteten natürlich, dass Munitionsdesign und-herstellung Schritt halten mussten.;;;;;;;;;;;x
explosives_production_desc;The Victorian era witnessed tremendous advances in man's capacity for blowing things up. An era that had started with little more advanced than simple black powder would, at the end of it, have seen the advent of both plastic explosives and nitroglycerin.;Les explosifs ont connu de formidables progrès au cours de l'ère victorienne qui a débuté avec la poudre à canon pour se terminer avec l'avènement du plastic et de la nitroglycérine.;Das viktorianische Zeitalter war Schauplatz gewaltiger Fortschritte der Menschen dabei, Sachen in die Luft zu jagen. Zu Beginn dieser Ära wurde noch mit einfachem Schwarzpulver hantiert, bei ihrem Ende gab es Plastiksprengstoffe und Nitroglyzerin.;;;;;;;;;;;x
artillery_production_desc;The Industrial Revolution of the 19th century affected practically all areas of human endeavour, and the production of artillery was no exception. What had previously been a lengthy process of cast molding bronze cannons would -- in the hands of luminaries of the industry, such as Alfred Krupp or Hiram Maxim -- become an industrialized and exact sience.;La révolution industrielle du XIXe siècle a eu des répercussions sur d'innombrables domaines, notamment la production de pièces d'artillerie. Grâce à des sommités comme Alfred Krupp ou Hiram Maxim, la production d'armes devint une science industrialisée et exacte.;Die industrielle Revolution des neunzehnten Jahrhundert beeinflusste praktisch alle Bereiche des menschlichen Strebens, und die Herstellung von Artilleriegeschützen stellte da keine Ausnahme dar. Was anfangs noch ein mühsames Gußverfahren war, wurde durch industrielle Lichtgestalten wie Alfred Krupp oder Hiram Maxim zu einer industrialisierten und präzisen Wissenschaft.;;;;;;;;;;;x
PO_PD_70;You have won a devastating victory, and can expect the fulfillment of several war goals in a peace settlement.;Vous avez remporté une écrasante victoire et pouvez espérer atteindre plusieurs objectifs de guerre lors des négociations de paix.;Sie haben einen verheerenden Sieg errungen, und in den Friedensverhandlungen können Sie die volle Erfüllung mehrerer Kriegsziele erwarten.;;;;;;;;;;;x
PO_PD_40;You have won a total victory, and should demand the fulfillment of at least one major war goal in a peace settlement.;Vous avez remporté une victoire totale et devez exiger l'application d'au moins un objectif de guerre lors des négociations de paix.;Sie haben einen totalen Sieg errungen, und in den Friedensverhandlungen können Sie die volle Erfüllung mindestens eines großen Kriegsziels erwarten.;;;;;;;;;;;x
PO_PD_10;You have won a victory. The enemy would most likely accept a white peace, or the fulfillment of at least a limited war goal in a peace settlement.;Vous avez remporté une victoire. L'ennemi acceptera certainement une paix blanche ou vous concédera au moins un objectif de guerre limité lors des négociations de paix.;Sie haben gesiegt. Der Feind wird in den Friedensverhandlungen mit größter Wahrscheinlichkeit wohl einen weißen Frieden oder die Erfüllung eines eingeschränkten Kriegsziels akzeptieren.;;;;;;;;;;;x
PO_PD_NEG_25;The enemy has won, and we should consider offering the fulfillment of at least a limited war goal of theirs in exchange for peace.;L'ennemi a gagné. Nous devons donc envisager de lui concéder au moins un de ses objectifs de guerre limités en échange de la paix.;Der Feind hat gewonnen, und wir sollten mit dem Gedanken spielen, im Gegenzug für den Frieden mindestens ein eingeschränktes Kriegsziel zu erfüllen.;;;;;;;;;;;x
PO_PD_NEG_60;The enemy has won a total victory, and we should consider offering them the fulfillment of at least one of their major war goals.;L'ennemi a remporté une victoire totale. Nous devons donc envisager de lui concéder au moins un de ses principaux objectifs de guerre.;Der Feind hat einen totalen Sieg erzielt, und wir sollten mit dem Gedanken spielen, im Gegenzug für den Frieden die Erfüllung mindestens eines großen Kriegsziels anzubieten.;;;;;;;;;;;x
PO_PD_NEG_99;The enemy has won a devastating victory, and we can expect them to demand the fulfillment of several war goals in the peace negotiations.;L'ennemi a remporté une victoire écrasante. Il risque de nous demander de concéder plusieurs objectifs de guerre lors des négociations de paix.;Der Feind hat einen verheerenden Sieg erzielt, und wir können damit rechnen, dass sie in den Friedensverhandlungen die Erfüllung mehrerer Kriegsziele verlangen werden.;;;;;;;;;;;x
TOPBAR_AT_WAR_WITH;At war with §Y$COUNTRY$§W;En guerre contre §Y$COUNTRY$§W;Im Krieg mit §Y$COUNTRY$§W;;;;;;;;;;;x
tut_7a_8a;Notice the icon with the text BUY under it, and the slider next to it. This means that if you pull the slider to a certain stockpile value, the game will attempt to buy the the trade goods until you have that amount.;Notez l'icône sous laquelle apparaissent le texte VENDRE et le curseur qui l'accompagne. Le jeu achète la quantité de marchandises correspondant à la valeur désignée par le curseur.;Beachten Sie das Symbol, unter dem VERKAUFEN steht, und den Schieberegler daneben. Wenn Sie diesen Schieberegler auf einen bestimmten Vorratswert ziehen, versucht die KI, das betreffende Handelsgut so lange einzukaufen, bis der vorgegebene Wert erreicht ist.;;;;;;;;;;;x
REMOVE_tut_7b_8;The government (the player or the AI) can buy and sell on the market in two ways, either by setting trade orders or by automatic trades generated through other actions in the game. The arrow next to the price indicates whether prices are rising (green), remaining steady (yellow) or falling (red). Click the Icon for Clipper Convoys to see an automatic Trade.;Le gouvernement (le joueur ou l'IA) peut acheter et vendre sur le marché de deux façons : en passant des commandes ou en générant des transactions automatiques via d'autres actions du jeu. La flèche située près du prix indique s'il monte (vert), s'il est stable (jaune) ou s'il baisse (rouge). Cliquez sur l'icône des convois de clippers pour assister à une transaction automatique.;Die Regierung (der Spieler oder die KI) kann auf dem Markt auf zweierlei Art kaufen und verkaufen: Entweder durch Erteilung von Handelsaufträgen oder durch automatische Handelsgeschäfte, die durch andere Spielaktionen erzeugt werden. Der Pfeil neben dem Preis zeigt an, ob er steigt (grün), gleich bleibt (gelb) oder fällt (rot). Klicken Sie nun auf das Klipper-Konvoi-Symbol, um sich ein automatisiertes Handelsgeschäft anzusehen.;;;;;;;;;;;x
EVTOPTA17000;There will be no suffrage at this junction;Il n'y aura aucun vote à cette jonction.;Vorerst wird es kein Wahlrecht geben.;;;;;;;;;;;x
EVTOPTB17000;If only there were popular support for this idea...;Si seulement cette idée bénéficiait d'un soutien populaire...;Wenn die Bevölkerung nur hinter dieser Idee stehen würde ...;;;;;;;;;;;x
