;;;;;;;;;;;;;x,,,,,,,,
EVTDESC60060_NEWS_SHORT;政治改革已经让$COUNTRY_ADJ$君主政体不再掌握全权。国王已经接受了宪法对其权力行使的制约和限制。;;;;;;;;;;;;x,,,,,,,,
EVTNAME60070_NEWS_TITLE;$COUNTRY_ADJ$民主;;;;;;;;;;;;x,,,,,,,,
EVTDESC60070_NEWS_LONG;过去数年间颁布的对$COUNTRY_ADJ$政党系统的广泛的改革已经将$COUNTRY$从君主专制国家变成了民主政治的君主立宪制国家，由政府对人民负责。$COUNTRY_ADJ$君主，现在作为象征意义的国家元首，不再拥有一人专断和决定国家命运的权力，此外还被迫接受了多元化的温和作用与有限的民主政治。;;;;;;;;;;;;x,,,,,
EVTDESC60070_NEWS_MEDIUM;过去数年间颁布的对$COUNTRY_ADJ$政党系统的广泛的改革已经将$COUNTRY$从君主专制国家变成了民主政治的君主立宪制国家，由政府对人民负责。;;;;;;;;;;;;x,,,,,,,,
EVTDESC60070_NEWS_SHORT;过去数年间颁布的对$COUNTRY_ADJ$政党系统的广泛的改革已经将$COUNTRY$从君主专制国家变成了对人民负责的完全的民主政府。;;;;;;;;;;;;x,,,,,,,,
EVTNAME60080_NEWS_TITLE;$COUNTRY_ADJ$投票权被撤销;;;;;;;;;;;;x,,,,,,,,
EVTDESC60080_NEWS_LONG;最近有一种怪异的感觉在$COUNTRY$的公民中蔓延开来：他们的国家变得安静得古怪。过去从街角和车站到酒吧和大学，到处都能听到主张与观点的畅所欲言，如今只有寂静在回荡。结论显而易见，那就是$COUNTRY_ADJ$民主传统已经被颠覆。执政党已经大权在握，将这个国家除了名头以外的一切都变成了独裁国家。;;;;;;;;;;;;x,,,,,
EVTDESC60080_NEWS_MEDIUM;最近有一种怪异的感觉在$COUNTRY$的公民中蔓延开来：他们的国家变得安静得古怪。$COUNTRY_ADJ$民主传统已经被颠覆。执政党已经大权在握，将这个国家除了名头以外的一切都变成了独裁国家。;;;;;;;;;;;;x,,,,,,,,
EVTDESC60080_NEWS_SHORT;根据近来的报告，$COUNTRY_ADJ$民主传统已经被颠覆。执政党已经大权在握，将这个国家除了名头以外的一切都变成了独裁国家。;;;;;;;;;;;;x,,,,,,,
EVTNAME60160_NEWS_TITLE;$COUNTRY_ADJ$独立！;;;;;;;;;;;;x,,,,,,,,
EVTDESC60160_NEWS_LONG;今天人们聚集在$CAPITAL$庆祝从他们过去统治者手中取得了$COUNTRY_ADJ$独立。$COUNTRY_ADJ$国旗在大街小巷间飘扬，兴高采烈的市民们高唱$COUNTRY_ADJ$赞歌。有一场以更好的明天为真诚主题的演讲在举行，尽管私底下有很多怀疑他们究竟能否在这非常时刻保住独立--或许战争会降临$COUNTRY$将自由画上句号--至少今天没人想这些。;;;;;;;;;;;;x,,,,,,
EVTDESC60160_NEWS_MEDIUM;今天人们聚集在$CAPITAL$庆祝$COUNTRY_ADJ$独立。$COUNTRY_ADJ$国旗在大街小巷间飘扬，兴高采烈的市民们高唱$COUNTRY_ADJ$赞歌。尽管私底下有很多怀疑他们究竟能否在这非常时刻保住独，至少今天没人想这些。;;;;;;;;;;;;x,,,,,,
EVTDESC60160_NEWS_SHORT;今天人们聚集在$CAPITAL$庆祝盼望已久的$COUNTRY_ADJ$独立。$COUNTRY_ADJ$国旗在大街小巷间飘扬，兴高采烈的市民们高唱$COUNTRY_ADJ$赞歌。;;;;;;;;;;;;x,,,,,,,
EVTDESC80110_NEWS_LONG;一位俄国外交官抵达了$COUNTRY$，要求对$COUNTRY_ADJ$东北部的国境线进行修订--该国境线是在约二百年前商定的。俄国人表现出对临近日本海的南部港口的渴望，意味着整个海参崴都将成为他们的囊中之物。毫无疑问这是来自俄国的潜在威胁，利用了$COUNTRY$显而易见的弱点，但$COUNTRY$深知一点，如果俄国人没能得到他们想要的，战争便会到来。;;;;;;;;;;;;x,,,,
EVTDESC80110_NEWS_MEDIUM;一位俄国外交官抵达了$COUNTRY$，要求对$COUNTRY_ADJ$东北部的国境线进行修订。俄国人表现出对临近日本海的南部港口的渴望，这是来自俄国的潜在威胁，利用了$COUNTRY$显而易见的弱点。;;;;;;;;;;;;x,,,,,,,
EVTDESC80110_NEWS_SHORT;俄国要求对$COUNTRY_ADJ$东北部的国境线进行修订，表现出对临近日本海的南部港口的渴望。;;;;;;;;;;;;x,,,,,,,
EVTNAME80123_NEWS_TITLE;云南回变胜利！;;;;;;;;;;;;x,,,,,,,,
EVTDESC80123_NEWS_LONG;在$COUNTRY_ADJ$西南省份，穆斯林发动了一场局部叛乱，旨在推翻清朝的满族统治者，叛乱取得了胜利。叛乱者的公开领袖，杜文秀，同意与其曾经的君王议和。一名在新加坡的英国外交使团的官员不愿评论局势，但他表示整个$COUNTRY_ADJ$领土都将被置于外国政府密切的观察下。;;;;;;;;;;;;x,,,,,,
EVTDESC80123_NEWS_MEDIUM;一场在$COUNTRY_ADJ$省份发生的，旨在推翻满族统治者的叛乱最终取得了成功。叛乱者领袖杜文秀同意议和，由此战事告一段落。根据英国外交官的说法，$COUNTRY$从此将被置于外国政府密切的观察下。;;;;;;;;;;;;x,,,,,,
EVTDESC80123_NEWS_SHORT;一场在$COUNTRY_ADJ$省份发生的叛乱最终取得了成功。叛乱者领袖杜文秀同意议和，由此战事告一段落。$COUNTRY$将被置于外国政府密切的观察下。;;;;;;;;;;;;x,,,,,,
EVTNAME80127_NEWS_TITLE;新疆回变胜利！;;;;;;;;;;;;x,,,,,,,,
EVTDESC80127_NEWS_LONG;一场在$COUNTRY_ADJ$省份发生的由回族人发动的局部叛乱取得了成功。叛乱的公开领袖同意了议和。据说一位在$CAPITAL$当地的竹子商人，名叫阿古柏的塔吉克族冒险者领导了叛乱，夺取了喀什格尔的首都并且驱逐了当地政府。新加坡的英国外交使团如往常一样不会发表看法，但表示同样如往常一样，整个$COUNTRY_ADJ$领土都将被置于外国政府密切的观察下。;;;;;;;;;;;;x,,,
EVTDESC80127_NEWS_MEDIUM;一场在$COUNTRY_ADJ$省份发生的由回族人发动的叛乱取得了成功。叛乱的公开领袖阿古柏同意了议和。据一位英国外交官所说，$COUNTRY$从此将被置于外国政府密切的观察下。;;;;;;;;;;;;x,,,,,
EVTDESC80127_NEWS_SHORT;一场在$COUNTRY_ADJ$省份发生的的叛乱取得了成功，以叛乱的领袖同意议和为标志。$COUNTRY$将被置于外国政府密切的观察下，一如既往。;;;;;;;;;;;;x,,,,,,,
EVTDESC85000_NEWS_LONG;朝鲜对法国传教活动的暴力抵抗越发的增长，近日到达了顶峰，朝鲜天主教的领导主教张敬一遭到了处决，接下来遭到杀害的还有几乎国内的所有牧师以及数以千计信仰天主教的朝鲜人。一名幸存的牧师逃到了清帝国，将他的遭遇告诉了法国军舰，后者排遣了一支惩罚性质的远征队，以支援北京的法国领事。;;;;;;;;;;;;x,,,,,,
EVTDESC85000_NEWS_MEDIUM;朝鲜对法国传教活动的暴力抵抗越发的增长，近日到达了顶峰，数以千计信仰天主教的朝鲜人遭到杀害。一名幸存的牧师将他的遭遇告诉了法国军舰，后者一支惩罚性质的远征队以对付朝鲜。;;;;;;;;;;;;x,,,,,,
EVTDESC85000_NEWS_SHORT;朝鲜对法国传教活动的暴力抵抗越发的增长，近日到达了顶峰，数以千计信仰天主教的朝鲜人遭到杀害。;;;;;;;;;;;;x,,,,,,,
EVTDESC85010_NEWS_LONG;一艘正在考察朝鲜海岸线的$COUNTRY_ADJ$舰船被风暴摧毁，为了寻找避风港，该舰试图靠近江华岛，却遭到朝鲜沿岸堡垒的攻击。被激怒的$COUNTRY_ADJ$船只进行了回击并且与岸上的朝鲜军队进行了交战。胜利之后，他们便返回了--但是袭击的传言已经蔓延到了日本的其他地区，并且导致了一场外交事件。;;;;;;;;;;;;x,,,,
EVTDESC85010_NEWS_MEDIUM;一艘正在考察朝鲜海岸线的$COUNTRY_ADJ$舰船被风暴摧毁，遭到了朝鲜沿岸堡垒的攻击。被激怒的$COUNTRY_ADJ$船只进行了回击--袭击的传言已经蔓延到了日本的其他地区，并且导致了一场外交事件。;;;;;;;;;;;;x,,,,,
EVTDESC85010_NEWS_SHORT;一艘$COUNTRY_ADJ$舰船，被风暴摧毁，遭到了朝鲜沿岸堡垒的攻击。袭击的传言已经蔓延到了日本的其他地区，并且导致了一场外交事件。;;;;;;;;;;;;x,,,,,,
EVTDESC85020_NEWS_LONG;随着政治腐败与外国干预对$COUNTRY$造成的挫折与日俱增，在“东学”意识形态的追随者中发生了一场反抗运动。他们已经发动了$COUNTRY_ADJ$农民阶级，组建起了武装简陋但数量众多的军队，意图净化首都并且摆脱日本和其他外国的存在。$COUNTRY$必须立即行动以避免这场反抗推翻政府并且导致与邻国的事件。;;;;;;;;;;;;x,,,,,,
EVTDESC85020_NEWS_MEDIUM;随着外国干预对$COUNTRY$造成的挫折与日俱增，在“东学”意识形态的追随者中发生了一场反抗运动。他们已经发动了$COUNTRY_ADJ$农民阶级，意图净化首都并且摆脱日本和其他外国的存在。;;;;;;;;;;;;x,,,,,,,
EVTDESC85020_NEWS_SHORT;随着外国干预对$COUNTRY$造成的挫折与日俱增，在“东学”意识形态的追随者中发生了一场反抗运动。;;;;;;;;;;;;x,,,,,,,
EVTDESC85028_NEWS_LONG;为了回应有关$COUNTRY$意图干预朝鲜的传言，$FROMCOUNTRY_ADJ$军队进入了汉城并且利用突然袭击占领了朝鲜皇宫。一个亲日政府被扶植了起来，有力地将一艘$FROMCOUNTRY_ADJ$舰船派往朝鲜，为的是终结任何与$COUNTRY$之间的协议和联盟，并且禁止$COUNTRY_ADJ$军队进入他们的国家。$COUNTRY_ADJ$军队聚集在边界，很可能预示着战争的到来。;;;;;;;;;;;;x,,,,
EVTDESC85028_NEWS_MEDIUM;$FROMCOUNTRY_ADJ$军队在近日进入了汉城并且利用突然袭击占领了朝鲜皇宫，有力地将一艘$FROMCOUNTRY_ADJ$舰船派往朝鲜，为的是终结任何与$COUNTRY$之间的协议和联盟，并且禁止$COUNTRY_ADJ$军队进入他们的国家。;;;;;;;;;;;;x,,,,,,
EVTDESC85028_NEWS_SHORT;$FROMCOUNTRY_ADJ$军队进入了汉城并且利用突然袭击占领了朝鲜皇宫，有力地将一艘$FROMCOUNTRY_ADJ$舰船派往了朝鲜。;;;;;;;;;;;;x,,,,,,,
EVTNAME90016_NEWS_TITLE;$COUNTRY_ADJ$继承人被刺杀;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90016_NEWS_LONG;斐迪南大公，$COUNTRY_ADJ$合法王位继承人同时也是$COUNTRY_ADJ$最杰出的贵族之一，被一名塞尔维亚刺客谋杀了，该刺客是一个试图重回塞尔维亚民族的民族主义组织的成员。对$COUNTRY_ADJ$官方访谈透露出让人怀疑塞尔维亚政府秘密的援助了这些民族主义者并且在幕后操纵了事件。一场关乎塞尔维亚的战争将不可避免。;;;;;;;;;;;;;x,,,,,
EVTDESC90016_NEWS_MEDIUM;斐迪南大公，$COUNTRY_ADJ$合法王位继承人，被一个试图重回塞尔维亚民族的民族主义组织的成员暗杀。有人怀疑塞尔维亚政府秘密的援助了这些民族主义者并且在幕后操纵了事件，一场关乎塞尔维亚的战争将不可避免。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90016_NEWS_SHORT;斐迪南大公，$COUNTRY_ADJ$合法王位继承人，被一个试图重回塞尔维亚民族的民族主义组织的成员暗杀。疑似塞尔维亚政府秘密的援助了这些民族主义者并且在幕后操纵了事件，一场关乎塞尔维亚的战争将不可避免。;;;;;;;;;;;;;x,,,,,,,
EVTNAME90017_NEWS_TITLE;匈牙利问题;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90017_NEWS_LONG;世界上的众多民族中，至少有一小部分在为他们的文化或民族遗产谋求认可。在这个变革的时代一些人只是在寻求更多的政治自治权，同时其他人想得到完全独立，甚至不惜诉诸武力。鉴于近期匈牙利领土内的动乱，当地的匈牙利政府正在从$COUNTRY_ADJ$统治下谋求更多的自治权。问题迫在眉睫，一个$COUNTRY$这样的国家真的应该靠让族群进行令人悲痛的分裂来止息其内部的争斗吗？;;;;;;;;;;;;;x,,,,,,
EVTDESC90017_NEWS_MEDIUM;文化划分出的少数民族正在日渐渴求政治自治权或是完全的独立，甚至不惜诉诸武力。当地的匈牙利政府正在从$COUNTRY_ADJ$统治下谋求更多的自治权。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90017_NEWS_SHORT;文化划分出的少数民族正在日渐渴求政治自治权甚至是完全的独立，当地的匈牙利政府正在从$COUNTRY_ADJ$统治下谋求更多的自治权。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90038_NEWS_LONG;有报告称，法国政府接见了萨丁尼亚使者--加富尔伯爵--他提出了一项有趣的提议：组建同盟与奥地利开战，以获取奥地利控制的伦巴第省，为统一意大利铺平道路。作为交换，萨丁尼亚将把萨伏依和尼斯让与法国。;;;;;;;;;;;;;x,,,,,
EVTDESC90038_NEWS_MEDIUM;有报告称，法国政府接见了萨丁尼亚使者--加富尔伯爵--他提出了一项有趣的提议：组建同盟与奥地利开战，以获取奥地利控制的伦巴第省，为统一意大利铺平道路。;;;;;;;;;;;;;x,,,,,,
EVTDESC90038_NEWS_SHORT;有报告称，法国政府接见了萨丁尼亚使者--加富尔伯爵--他提出了一项有趣的提议：组建同盟与奥地利开战。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90053_NEWS_MEDIUM;国王弗雷德里克七世已经离世但是没有继承者。根据近期的宪法草案，丹麦和石勒苏益格的王位将被传给他的继承者，但霍尔斯泰因的王位除外。如果新法案被签订，石勒苏益格-霍尔斯泰因将被正式分裂。;;;;;;;;;;;;;x,,,,,,
EVTDESC90053_NEWS_SHORT;丹麦国王弗雷德里克七世已经离世但是没有继承者。根据近期的宪法草案，石勒苏益格的王位将被传给他的继承者，但不包括霍尔斯泰因。;;;;;;;;;;;;;x,,,,,,,
EVTNAME90054_NEWS_TITLE;荷尔斯泰因叛乱！;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90054_NEWS_LONG;石勒苏益格和霍尔斯泰因公国长年以来都被合并且视作丹麦王国不可分割的部分，但却导致了如下问题，王室宣布将公国合并但霍尔斯泰纳人希望加入南方的更为强大的德国联邦，这给弗雷德里克七世国王带来了巨大的困难。在宣布将石勒苏益格并入丹麦的计划之后，霍尔斯泰因的日耳曼贵族公开宣称他们倾向于投靠南方的德国联邦--而石勒苏益格是他们领土中不可分割的部分。;;;;;;;;;;;;;x,,,,,,
EVTDESC90054_NEWS_MEDIUM;在宣布将石勒苏益格公国并入丹麦的计划之后，霍尔斯泰因的日耳曼贵族公开宣称他们倾向于投靠南方的德国联邦--而石勒苏益格是他们领土中不可分割的部分。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90054_NEWS_SHORT;在宣布将石勒苏益格并入丹麦的计划之后，霍尔斯泰因的日耳曼贵族发动了叛乱并公开宣称他们倾向于投靠南方的德国联邦。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90055_NEWS_LONG;石勒苏益格-霍尔斯泰因与德国联邦合并的问题现在终于解决了--以 $COUNTRY$的利益为标准。这会导致更大的影响，德意志地区将视$COUNTRY$为联邦的真正领导人，而非南方的奥地利。有些人担心这会导致一场奥地利和$COUNTRY$之间争夺主导权的战争。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90055_NEWS_MEDIUM;石勒苏益格-霍尔斯泰因与德国联邦合并的问题现在终于解决了--以 $COUNTRY$的利益为标准。这会导致更大的影响，德意志地区将视$COUNTRY$为联邦的真正领导人，而非南方的奥地利。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90055_NEWS_SHORT;石勒苏益格-霍尔斯泰因与德国联邦合并的问题现在终于解决了--以 $COUNTRY$的利益为标准。联邦的真正领导已经变成了$COUNTRY$。;;;;;;;;;;;;;x,,,,,,,,
EVTNAME90065_NEWS_TITLE;$CAPITAL$议会;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90065_NEWS_MEDIUM;欧洲列强会聚在$CAPITAL$以商讨巴尔干半岛地区的未来。有很多分歧存在，最终的结论是奥斯曼帝国必须保持强盛，任何对其提出的要求都不能过度损害其利益。;;;;;;;;;;;;;x",,,,,,,
EVTDESC90065_NEWS_SHORT;欧洲列强会聚在$CAPITAL$以商讨巴尔干半岛地区的未来。最终的结论是奥斯曼帝国必须保持强盛。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC90066_NEWS_MEDIUM;欧洲列强会聚在$CAPITAL$以商讨巴尔干半岛地区的未来。有很多分歧存在，最终的结论是为这片地区创造稳定才是最佳选择，即使要以帝国的势力为代价。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90066_NEWS_SHORT;欧洲列强会聚在$CAPITAL$以商讨巴尔干半岛地区的未来，最终的结论是保持稳定才是最佳选择，即使要以奥斯曼帝国的势力为代价。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90076_NEWS_LONG;埃及已经有效的脱离了奥斯曼帝国相当一段时间。独立已经是板上钉钉，而奥斯曼对东方的掌控受到了威胁。奥斯曼要么一劳永逸的维护住他们的支配地位，要么承认他们的势力已经微弱如残像。有些人认为和平解决仍有可能，埃及最好充当强大的盟友而不是难以和解的敌人，但若是那样奥斯曼必须放弃对累范特地区的主权，而这是对奥斯曼名誉的蔑视。;;;;;;;;;;;;;x,,,,,
EVTDESC90076_NEWS_MEDIUM;埃及已经有效的脱离了奥斯曼帝国相当一段时间。独立已经是板上钉钉，而奥斯曼对东方的掌控受到了威胁。奥斯曼要么维护住他们的支配地位，要么承认他们的势力已经微弱如残像。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90076_NEWS_SHORT;埃及的独立已经是板上钉钉，而奥斯曼对东方的掌控受到了威胁。奥斯曼要么维护住他们的支配地位，要么承认他们的势力已经微弱如残像。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90080_NEWS_LONG;从数年前战争爆发的时候开始，事实就证明土耳其人已经无力从埃及手中夺回累范特地区，尽管他们从欧洲得到了一切援助。就连各大列强都只得承认累范特地区已经合法地属于埃及了，而‘欧洲病夫’已经不再要求对其的主权。;;;;;;;;;;;;;x,,,,,,
EVTDESC90080_NEWS_MEDIUM;事实已经证明土耳其人已经无力从埃及手中夺回累范特地区，尽管他们从欧洲得到了一切援助。就连各大列强都只得承认累范特地区已经合法地属于埃及了，而‘欧洲病夫’已经不再要求对其的主权。;;;;;;;;;;;;;x,,,,,,
EVTDESC90080_NEWS_SHORT;事实已经证明土耳其人已经无力夺回累范特地区，尽管他们从欧洲得到了一切援助。就连各大列强都只得承认累范特地区已经合法地属于埃及了。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90088_NEWS_LONG;埃及人举白旗了，显然已经无力抵抗奥斯曼及支持着它的欧洲势力的吞并。他们已经提议遵守伦敦大会的决议并将克里特岛和累范特地区的大部分归还给奥斯曼控制，留给他们的只有名义上的独立和所谓的埃及领导者穆罕穆德·阿里。帝国应该拒绝这项提议，欧洲的其他各国很有可能会反对。;;;;;;;;;;;;;x,,,,,,
EVTDESC90088_NEWS_MEDIUM;埃及人举白旗了，显然已经无力抵抗奥斯曼及支持着它的欧洲势力的吞并。他们已经提议遵守伦敦大会的决议并将克里特岛和累范特地区的大部分归还给奥斯曼控制。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90088_NEWS_SHORT;埃及人举白旗了，显然已经无力抵抗奥斯曼及支持着它的欧洲势力的吞并。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90115_NEWS_LONG;一场古巴西班牙保皇派发动的暴乱在哈瓦那爆发了。战舰缅因号被派往哈瓦那，作为对美国领事馆发出的在古巴的美国人可能会有危险的担忧的回应。抵达后不久，缅因号便被一场爆炸波及，致使268名船员死亡并且导致船只沉入海湾。美国报纸立刻报道了该事件，刊登了西班牙人暴行的图片并引起了公众的愤怒。人们要求对西班牙开战并介入古巴事务;;;;;;;;;;;;;x,,,,,
EVTDESC90115_NEWS_MEDIUM;缅因号被派往哈瓦那，作为对美国领事馆发出的在古巴的美国人可能会在暴乱中遭遇危险的担忧的回应。抵达后不久，缅因号便被一场爆炸波及，致使船只沉入海湾。美国报纸立刻报道了该事件，刊登了西班牙人暴行的图片并引起了公众的愤怒;;;;;;;;;;;;;x,,,,,
EVTDESC90115_NEWS_SHORT;在战舰缅因号爆炸并沉入哈瓦那湾后，美国报纸立刻报道了该事件，要求对西班牙开战并介入古巴事务;;;;;;;;;;;;;x,,,,,,,
EVTDESC90904_NEWS_LONG;看来$FROMCOUNTRY$已经过于强大而导致$COUNTRY$无法掌控。$FROMCOUNTRY$人们一直都倾向西方的道路，认为他们已经满足了文明国家的标准，不像$COUNTRY$那样。他们摆脱了$COUNTRY_ADJ$统治，从而发动了一场连$COUNTRY$都无法控制的叛乱，导致$COUNTRY_ADJ$君主政体不能只考虑他们自身的利益了。;;;;;;;;;;;;;x,,,,,,
EVTDESC90904_NEWS_MEDIUM;看来$FROMCOUNTRY$已经过于强大而导致$COUNTRY$无法掌控。他们摆脱了$COUNTRY_ADJ$统治，从而发动了一场连$COUNTRY$都无法控制的叛乱，导致$COUNTRY_ADJ$君主政体不能只考虑他们自身的利益了。;;;;;;;;;;;;;x,,,,,,,
EVTDESC90904_NEWS_SHORT;$FROMCOUNTRY$摆脱了$COUNTRY_ADJ$统治，从而发动了一场连$COUNTRY$都无法控制的叛乱，导致$COUNTRY_ADJ$君主政体不能随心所欲了。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95076_NEWS_LONG;一场由年轻波兰人自发的对征兵的抗议很快爆发成遍布俄国的暴乱，受到高阶的波兰和立陶宛军官与政客的支持。全欧洲的目光都集中到了俄国，如果他们对暴乱的处理过于严厉将有损与欧洲势力的关系。然而，如果不这么做，起义毫无疑问将进一步发展。;;;;;;;;;;;;;x,,,,
EVTDESC95076_NEWS_MEDIUM;一场由年轻波兰人自发的对征兵的抗议很快爆发成遍布俄国的暴乱，受到高阶的波兰和立陶宛军官与政客的支持。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95076_NEWS_SHORT;一场由年轻波兰人自发的对征兵的抗议很快爆发成遍布俄国的暴乱。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95200_NEWS_LONG;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在土库曼人民中激起。尽管土库曼国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。$COUNTRY_ADJ$政府已经保证会谨慎的关注着一切，有必要的话进行镇压。;;;;;;;;;;;;;x,,,,,,
EVTDESC95200_NEWS_MEDIUM;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在土库曼人民中激起。尽管土库曼国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95200_NEWS_SHORT;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在土库曼人民中激起，引起了$COUNTRY_ADJ$政府的广泛关注。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95201_NEWS_LONG;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在哈萨克人民中激起。尽管哈萨克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。$COUNTRY_ADJ$政府已经保证会谨慎的关注着一切，有必要的话进行镇压。;;;;;;;;;;;;;x,,,,,,
EVTDESC95201_NEWS_MEDIUM;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在哈萨克人民中激起。尽管哈萨克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95201_NEWS_SHORT;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在哈萨克人民中激起，引起了$COUNTRY_ADJ$政府的广泛关注。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95205_NEWS_LONG;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在乌兹别克人民中激起。尽管乌兹别克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。$COUNTRY_ADJ$政府已经保证会谨慎的关注着一切，有必要的话进行镇压。;;;;;;;;;;;;;x,,,,,,
EVTDESC95205_NEWS_MEDIUM;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在乌兹别克人民中激起。尽管乌兹别克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95205_NEWS_SHORT;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在乌兹别克人民中激起，引起了$COUNTRY_ADJ$政府的广泛关注。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95210_NEWS_LONG;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在塔吉克人民中激起。尽管塔吉克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。$COUNTRY_ADJ$政府已经保证会谨慎的关注着一切，有必要的话进行镇压。;;;;;;;;;;;;;x,,,,,,
EVTDESC95210_NEWS_MEDIUM;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在塔吉克人民中激起。尽管塔吉克国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95210_NEWS_SHORT;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在塔吉克人民中激起，引起了$COUNTRY_ADJ$政府的广泛关注。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95215_NEWS_LONG;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在吉尔吉斯人民中激起。尽管吉尔吉斯国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。$COUNTRY_ADJ$政府已经保证会谨慎的关注着一切，有必要的话进行镇压。;;;;;;;;;;;;;x,,,,,,
EVTDESC95215_NEWS_MEDIUM;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在吉尔吉斯人民中激起。尽管吉尔吉斯国家的概念才刚刚成型，这股民族主义热情扩散甚至变成全国叛乱的可能性的时机已到。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95215_NEWS_SHORT;在$COUNTRY_ADJ$统治下，一波新生的民族主义开始在吉尔吉斯人民中激起，引起了$COUNTRY_ADJ$政府的广泛关注。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95250_NEWS_LONG;文莱对其南部领土的控制已经名存实亡，该部分领土已经在沙捞越苏丹的控制下实现了独立。在近期的危机中，一位名叫詹姆斯·布鲁克的英国人为文莱苏丹在恢复秩序时提供了无比宝贵的援助，后者已经被授予沙捞越最高长官之职，在当地被称为“白色大君”。这让他成为了实际统治者，在英国的影响下他的君主地位已经成为事实。;;;;;;;;;;;;;x,,,,
EVTDESC95250_NEWS_MEDIUM;近来的叛乱中，英国人詹姆斯·布鲁克为文莱苏丹的秩序重建中做出卓越的贡献，作为沙捞越管理者的他，被当地人称作白色大君;;;;;;;;;;;;;x,,,,,,
EVTDESC95250_NEWS_SHORT;英国人詹姆斯·布鲁克为文莱苏丹的秩序重建提供无偿援助，并被授予沙捞越的统治职权——白色大君;;;;;;;;;;;;;x,,,,,,,
EVTDESC95260_NEWS_LONG;随着美国民主政府的终结，越来越多的美国人认为应废除建国时的立法。分裂这回事儿已是老生常谈，平息而论，随着动荡不安的局势，思想解放的国家退出联盟的可能性与日俱增。早先自由之子运动的崛起，便预示着对极权主义的美国政府的抵抗。;;;;;;;;;;;;;x,,,,,
EVTDESC95260_NEWS_MEDIUM;随着美国民主政府的终结，越来越多的美国人认为应废除建国时的立法。早先自由之子运动的崛起，便预示着对极权主义的美国政府的抵抗。;;;;;;;;;;;;;x,,,,,,,
